,Zip.Code,RUCC_2023
4297,53715,2.0
4298,53590,2.0
4299,53716,2.0
4300,53716,2.0
4301,53527,2.0
4302,53527,2.0
4303,53719,2.0
4304,53719,2.0
4305,53705,2.0
4306,53705,2.0
4307,53558,2.0
4308,53558,2.0
4309,53716,2.0
4310,53532,2.0
4311,53532,2.0
4314,53572,2.0
4315,53572,2.0
4318,53716,2.0
4319,53716,2.0
4320,53590,2.0
4321,53590,2.0
4322,53562,2.0
4323,53562,2.0
4326,53703,2.0
4327,53703,2.0
4328,53578,4.0
4329,53578,4.0
4330,53711,2.0
4331,53711,2.0
4334,53711,2.0
4335,53711,2.0
4336,53597,2.0
4337,53597,2.0
4338,53528,2.0
4339,53528,2.0
4340,53703,2.0
4341,53703,2.0
4342,53705,2.0
4343,53705,2.0
4344,53705,2.0
4345,53705,2.0
4346,53711,2.0
4347,53566,2.0
4348,53566,2.0
4349,53531,2.0
4350,53531,2.0
4351,53590,2.0
4352,53590,2.0
4353,53589,2.0
4354,53589,2.0
4355,53717,2.0
4356,53717,2.0
4357,53558,2.0
4358,53558,2.0
4359,53711,2.0
4360,53711,2.0
4361,53718,2.0
4362,53718,2.0
4363,53901,2.0
4364,53901,2.0
4365,53719,2.0
4366,53719,2.0
4367,53562,2.0
4368,53562,2.0
4371,53590,2.0
4372,53590,2.0
4373,53711,2.0
4374,53711,2.0
4375,53532,2.0
4376,53532,2.0
4377,53704,2.0
4378,53704,2.0
4379,53590,2.0
4380,53590,2.0
4381,53960,2.0
4382,53960,2.0
4383,53714,2.0
4384,53593,2.0
4385,53593,2.0
4386,53593,2.0
4387,53593,2.0
4388,53711,2.0
4389,53711,2.0
4390,53705,2.0
4391,53705,2.0
4392,53711,2.0
4393,53711,2.0
4394,53705,2.0
4395,53705,2.0
4396,53965,4.0
4397,53965,4.0
4398,53705,2.0
4399,53705,2.0
4400,53590,2.0
4401,53590,2.0
4402,53532,2.0
4403,53532,2.0
