Account.ID,Avg_Open_Count,Avg_Email_Link_Click_Count,Avg_Response_Time,Donation_Frequency,Total_Donation_Amount,Donor_Score,Engagement Type,Donation Type,State.Province,Zip.Code
1100,1.0,0.0,0.0,2,25.36,13.293921476467464,High Engagement,Low Donation,Wisconsin,53704
1101,0.0,0.0,0.0,2,413.8,13.260124806366813,High Engagement,High Donation,Wisconsin,53527
1102,2.5,0.0,0.0,2,207.2,13.344616481618438,High Engagement,High Donation,Wisconsin,53704
1103,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53517
1104,1.0,0.0,0.0,2,24.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53704
1105,0.0,0.0,0.0,2,25.34,13.260124806366813,High Engagement,Low Donation,Wisconsin,53597
1106,2.0,0.0,0.0,2,52.7,13.327718146568113,High Engagement,Low Donation,Wisconsin,53598
1107,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1109,0.0,0.0,0.0,2,52.26,13.260124806366813,High Engagement,Low Donation,Wisconsin,53545
1110,1.0,0.0,0.0,2,103.92,13.293921476467464,High Engagement,High Donation,Wisconsin,53562
1111,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53593
1112,1.0,0.0,0.0,2,52.26,13.293921476467464,High Engagement,Low Donation,Wisconsin,53562
1113,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53704
1114,4.0,1.0,0.0,1,104.37,9.510939248389928,Low Engagement,High Donation,Wisconsin,53593
1116,1.5,0.0,0.0,2,52.12,13.310819811517788,High Engagement,Low Donation,Wisconsin,53588
1117,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53901
1118,2.0,0.0,0.0,2,103.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53558
1119,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53566
1120,1.0,0.0,0.0,2,100.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53704
1121,0.0,0.0,0.0,2,309.58,13.260124806366813,High Engagement,High Donation,Wisconsin,53572
1122,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53719
1123,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53593
1124,0.0,0.0,0.0,2,24.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53718
1125,0.0,0.0,0.0,2,103.04,13.260124806366813,High Engagement,High Donation,Wisconsin,53597
1126,4.0,0.0,0.0,2,52.12,13.395311486769415,High Engagement,Low Donation,Wisconsin,53558
1127,1.5,0.0,0.0,2,50.0,13.310819811517788,High Engagement,Low Donation,Wisconsin,53589
1128,2.0,1.0,0.0,2,62.4,16.073408311372035,High Engagement,Low Donation,Wisconsin,53558
1129,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53718
1130,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53589
1131,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53533
1132,1.0,0.0,0.0,2,50.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53575
1133,0.0,0.0,0.0,2,600.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53574
1134,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53589
1135,2.0,0.0,0.0,2,52.12,13.327718146568113,High Engagement,Low Donation,Wisconsin,53711
1136,1.5,1.0,0.0,2,52.26,16.05650997632171,High Engagement,Low Donation,Wisconsin,53809
1137,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53531
1138,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53818
1139,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53704
1140,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53714
1141,1.0,0.0,0.0,2,207.2,13.293921476467464,High Engagement,High Donation,Wisconsin,53545
1142,0.0,0.0,0.0,2,207.42,13.260124806366813,High Engagement,High Donation,Wisconsin,53575
1143,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53508
1144,2.0,0.0,0.0,2,25.34,13.327718146568113,High Engagement,Low Donation,Wisconsin,53925
1145,1.0,0.0,0.0,2,100.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53532
1146,3.0,0.0,0.0,2,52.12,13.361514816668763,High Engagement,Low Donation,Wisconsin,53716
1147,0.0,0.0,0.0,2,25.34,13.260124806366813,High Engagement,Low Donation,Wisconsin,53589
1148,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53583
1149,2.0,0.0,0.0,1,26.06,6.697655743384708,Low Engagement,Low Donation,Wisconsin,53716
1150,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53590
1151,2.0,0.0,0.0,2,103.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53560
1152,1.5,0.0,0.0,2,24.0,13.310819811517788,High Engagement,Low Donation,Wisconsin,53959
1153,2.0,0.0,0.0,2,52.12,13.327718146568113,High Engagement,Low Donation,Wisconsin,53558
1154,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53925
1155,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53597
1156,1.5,0.0,0.0,2,50.0,13.310819811517788,High Engagement,Low Donation,Wisconsin,53593
1157,0.0,0.0,0.0,2,100.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1158,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53559
1159,2.5,0.0,0.0,2,52.12,13.344616481618438,High Engagement,Low Donation,Wisconsin,53555
1160,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53532
1161,0.0,0.0,0.0,2,600.0,13.260124806366813,High Engagement,High Donation,WI,53725
1162,2.0,0.0,0.0,2,200.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53533
1163,2.0,0.0,0.0,2,41.82,13.327718146568113,High Engagement,Low Donation,Wisconsin,53711
1164,1.0,0.0,0.0,2,103.92,13.293921476467464,High Engagement,High Donation,Wisconsin,53704
1165,0.0,0.0,0.0,2,52.16,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1166,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53719
1167,0.0,0.0,0.0,2,150.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53527
1168,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53590
1169,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53589
1170,0.0,0.0,0.0,2,52.32,13.260124806366813,High Engagement,Low Donation,Wisconsin,53558
1171,2.0,1.0,0.0,2,103.6,16.073408311372035,High Engagement,High Donation,Wisconsin,53558
1172,2.0,0.0,0.0,2,200.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53562
1173,2.5,0.0,0.0,2,52.12,13.344616481618438,High Engagement,Low Donation,Wisconsin,53593
1174,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53717
1175,1.0,0.0,0.0,2,209.38,13.293921476467464,High Engagement,High Donation,Wisconsin,53703
1176,5.0,1.0,0.0,1,51.8,9.544735918490577,Low Engagement,Low Donation,Wisconsin,53528
1177,1.0,0.0,0.0,2,50.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53575
1178,0.0,0.0,0.0,2,25.34,13.260124806366813,High Engagement,Low Donation,Wisconsin,53555
1179,3.0,0.0,0.0,2,52.12,13.361514816668763,High Engagement,Low Donation,Wisconsin,53515
1180,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53711
1181,3.0,0.0,0.0,2,25.34,13.361514816668763,High Engagement,Low Donation,Wisconsin,53716
1182,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53716
1183,2.5,0.0,0.0,2,83.08,13.344616481618438,High Engagement,High Donation,Wisconsin,53558
1184,1.5,1.0,0.0,2,103.6,16.05650997632171,High Engagement,High Donation,Wisconsin,53562
1185,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53704
1186,1.0,0.0,0.0,2,41.82,13.293921476467464,High Engagement,Low Donation,Wisconsin,53716
1187,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53925
1188,1.0,0.0,0.0,2,309.58,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1189,0.0,0.0,0.0,1,103.71,6.630062403183406,Low Engagement,High Donation,Wisconsin,53716
1190,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53593
1191,1.0,0.0,0.0,2,310.5,13.293921476467464,High Engagement,High Donation,Wisconsin,53590
1192,0.0,0.0,0.0,2,309.86,13.260124806366813,High Engagement,High Donation,Wisconsin,53718
1193,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,New York,10579
1194,1.0,0.0,0.0,2,52.32,13.293921476467464,High Engagement,Low Donation,Wisconsin,53590
1195,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53704
1196,1.0,0.0,0.0,2,500.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53558
1197,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1198,0.0,0.0,0.0,2,103.92,13.260124806366813,High Engagement,High Donation,Wisconsin,53562
1199,0.0,0.0,0.0,2,618.54,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1200,4.0,0.0,0.0,2,100.0,13.395311486769415,High Engagement,High Donation,Wisconsin,53594
1201,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53578
1202,0.0,0.0,0.0,2,1000.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53575
1203,4.0,1.0,0.0,1,125.0,9.510939248389928,Low Engagement,High Donation,Wisconsin,53717
1204,1.0,0.0,0.0,2,207.2,13.293921476467464,High Engagement,High Donation,Wisconsin,53703
1205,1.0,0.0,0.0,2,155.1,13.293921476467464,High Engagement,High Donation,Wisconsin,53590
1206,4.5,0.0,0.0,2,600.0,13.41220982181974,High Engagement,High Donation,Wisconsin,53597
1207,0.0,0.0,0.0,2,52.26,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1208,4.0,0.0,0.0,2,103.7,13.395311486769415,High Engagement,High Donation,Wisconsin,53719
1209,0.0,0.0,0.0,2,25.34,13.260124806366813,High Engagement,Low Donation,Wisconsin,53538
1210,3.0,0.0,0.0,2,52.12,13.361514816668763,High Engagement,Low Donation,Wisconsin,53590
1211,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1212,0.0,0.0,0.0,2,207.2,13.260124806366813,High Engagement,High Donation,Wisconsin,53716
1213,1.0,0.0,0.0,2,41.82,13.293921476467464,High Engagement,Low Donation,Wisconsin,53546
1214,0.0,0.0,0.0,2,100.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53713
1215,0.0,0.0,0.0,2,100.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53522
1216,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53711
1217,2.0,0.0,0.0,2,52.16,13.327718146568113,High Engagement,Low Donation,Wisconsin,53711
1218,0.0,0.0,0.0,2,52.26,13.260124806366813,High Engagement,Low Donation,Wisconsin,53532
1219,3.0,1.0,0.0,1,12.0,9.477142578289277,Low Engagement,Low Donation,Wisconsin,53551
1220,1.0,0.0,0.0,2,50.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53559
1221,4.0,0.0,0.0,2,50.0,13.395311486769415,High Engagement,Low Donation,Wisconsin,53572
1222,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,54982
1223,4.0,1.0,0.0,1,20.91,9.510939248389928,Low Engagement,Low Donation,Wisconsin,53703
1224,2.0,0.0,0.0,2,100.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53523
1225,4.0,0.0,0.0,2,52.12,13.395311486769415,High Engagement,Low Donation,Wisconsin,53704
1226,2.0,0.0,0.0,2,103.92,13.327718146568113,High Engagement,High Donation,Wisconsin,53955
1227,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53713
1228,1.0,0.0,0.0,2,207.42,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1229,2.0,0.0,0.0,2,50.0,13.327718146568113,High Engagement,Low Donation,Wisconsin,53588
1230,2.0,0.0,0.0,2,240.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53718
1231,2.0,1.0,0.0,1,51.96,9.443345908188626,Low Engagement,Low Donation,Wisconsin,53590
1232,0.0,0.0,0.0,2,31.52,13.260124806366813,High Engagement,Low Donation,Wisconsin,53532
1233,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53527
1234,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1235,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1236,1.0,0.0,0.0,2,52.26,13.293921476467464,High Engagement,Low Donation,Wisconsin,53718
1237,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53597
1238,0.0,0.0,0.0,2,300.0,13.260124806366813,High Engagement,High Donation,,53707
1239,1.5,0.0,0.0,2,413.8,13.310819811517788,High Engagement,High Donation,Wisconsin,53704
1240,4.0,0.0,0.0,2,52.32,13.395311486769415,High Engagement,Low Donation,Wisconsin,53566
1241,0.0,0.0,0.0,2,41.82,13.260124806366813,High Engagement,Low Donation,Wisconsin,53711
1242,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1243,2.0,0.0,0.0,2,206.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53589
1244,1.5,1.0,0.0,2,150.0,16.05650997632171,High Engagement,High Donation,Wisconsin,53593
1246,1.0,0.0,0.0,2,206.78,13.293921476467464,High Engagement,High Donation,Wisconsin,53704
1247,2.5,1.0,0.0,2,52.12,16.09030664642236,High Engagement,Low Donation,Wisconsin,53575
1248,2.5,1.0,0.0,2,52.12,16.09030664642236,High Engagement,Low Donation,Wisconsin,53711
1249,1.0,0.0,0.0,2,103.92,13.293921476467464,High Engagement,High Donation,Wisconsin,53711
1250,2.0,0.0,0.0,2,206.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53590
1251,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53555
1252,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53718
1253,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53704
1254,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53590
1255,0.0,0.0,0.0,2,100.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1256,1.0,0.0,0.0,2,52.26,13.293921476467464,High Engagement,Low Donation,Wisconsin,53711
1257,0.0,0.0,0.0,2,41.82,13.260124806366813,High Engagement,Low Donation,Wisconsin,53805
1258,0.0,0.0,0.0,2,60.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53545
1259,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Illinois,60148
1260,1.5,0.0,0.0,2,52.26,13.310819811517788,High Engagement,Low Donation,Wisconsin,53719
1261,2.0,0.0,0.0,2,103.92,13.327718146568113,High Engagement,High Donation,Wisconsin,53598
1262,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53959
1263,2.0,0.0,0.0,2,208.74,13.327718146568113,High Engagement,High Donation,Wisconsin,53532
1264,2.0,0.0,0.0,2,52.12,13.327718146568113,High Engagement,Low Donation,Wisconsin,53704
1265,0.0,0.0,0.0,2,200.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53590
1266,0.0,0.0,0.0,2,103.92,13.260124806366813,High Engagement,High Donation,Wisconsin,53593
1267,3.5,1.0,0.0,2,250.0,16.12410331652301,High Engagement,High Donation,Wisconsin,53711
1268,0.0,0.0,0.0,2,155.1,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1269,2.0,0.0,0.0,2,2500.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53716
1270,3.0,0.0,0.0,2,100.0,13.361514816668763,High Engagement,High Donation,Wisconsin,53719
1271,2.0,0.0,0.0,2,309.58,13.327718146568113,High Engagement,High Donation,Wisconsin,53719
1272,0.0,0.0,0.0,2,207.2,13.260124806366813,High Engagement,High Donation,Wisconsin,53714
1274,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53558
1275,1.5,0.0,0.0,2,52.16,13.310819811517788,High Engagement,Low Donation,Wisconsin,53523
1276,0.0,0.0,0.0,1,12.67,6.630062403183406,Low Engagement,Low Donation,Wisconsin,53558
1277,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53523
1278,2.0,0.0,0.0,2,100.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53716
1279,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53589
1280,0.0,0.0,0.0,2,52.52,13.260124806366813,High Engagement,Low Donation,Wisconsin,53527
1281,0.0,0.0,0.0,2,10.92,13.260124806366813,High Engagement,Low Donation,Wisconsin,53704
1282,1.5,0.0,0.0,2,52.26,13.310819811517788,High Engagement,Low Donation,Wisconsin,53593
1283,5.0,0.0,0.0,2,206.78,13.429108156870065,High Engagement,High Donation,Wisconsin,53719
1284,2.0,1.0,0.0,2,103.6,16.073408311372035,High Engagement,High Donation,Wisconsin,53711
1285,0.0,0.0,0.0,2,207.2,13.260124806366813,High Engagement,High Donation,Wisconsin,53566
1286,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53532
1287,0.0,0.0,0.0,2,104.02,13.260124806366813,High Engagement,High Donation,Wisconsin,53590
1288,2.0,0.0,0.0,2,206.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53562
1289,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53711
1290,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1291,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53718
1292,0.0,0.0,0.0,2,104.02,13.260124806366813,High Engagement,High Donation,Wisconsin,53590
1294,1.0,0.0,0.0,2,25.34,13.293921476467464,High Engagement,Low Donation,Wisconsin,53566
1295,1.0,0.0,0.0,2,309.58,13.293921476467464,High Engagement,High Donation,Wisconsin,53558
1296,2.0,1.0,62946.0,2,104.02,16.05581795319105,High Engagement,High Donation,Wisconsin,53590
1297,2.0,1.0,18379746.0,2,103.6,10.937159535984668,Low Engagement,High Donation,Wisconsin,53531
1298,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53713
1299,1.5,1.0,581346.0,2,200.0,15.894051927087713,High Engagement,High Donation,Wisconsin,53589
1300,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53546
1301,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53589
1302,6.0,2.0,0.0,2,103.6,18.954285156578553,High Engagement,High Donation,Wisconsin,53532
1303,2.0,0.0,0.0,2,52.26,13.327718146568113,High Engagement,Low Donation,Wisconsin,53719
1304,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53705
1305,2.0,0.0,0.0,2,206.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53589
1306,0.0,0.0,0.0,2,208.74,13.260124806366813,High Engagement,High Donation,Wisconsin,53717
1307,1.0,0.0,0.0,2,20.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53714
1308,0.0,0.0,0.0,2,24.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53597
1309,2.5,0.0,0.0,2,40.0,13.344616481618438,High Engagement,Low Donation,Wisconsin,53147
1312,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53528
1313,1.5,0.0,0.0,2,206.6,13.310819811517788,High Engagement,High Donation,Wisconsin,53704
1314,3.0,1.0,0.0,2,100.0,16.107204981472684,High Engagement,High Donation,Wisconsin,53704
1315,4.0,1.0,0.0,1,51.85,9.510939248389928,Low Engagement,Low Donation,Wisconsin,53913
1316,1.0,0.0,0.0,2,155.1,13.293921476467464,High Engagement,High Donation,Wisconsin,53590
1317,3.0,1.0,0.0,2,50.0,16.107204981472684,High Engagement,Low Donation,Wisconsin,53589
1318,1.0,0.0,0.0,2,217.54,13.293921476467464,High Engagement,High Donation,Wisconsin,53531
1319,2.5,0.0,0.0,2,52.26,13.344616481618438,High Engagement,Low Donation,Wisconsin,53562
1320,2.0,1.0,0.0,1,20.91,9.443345908188626,Low Engagement,Low Donation,Wisconsin,53528
1321,3.0,0.0,0.0,2,50.0,13.361514816668763,High Engagement,Low Donation,Wisconsin,53546
1322,0.0,0.0,0.0,2,25.36,13.260124806366813,High Engagement,Low Donation,Wisconsin,53511
1323,1.0,0.0,0.0,2,103.92,13.293921476467464,High Engagement,High Donation,Wisconsin,53532
1324,2.0,0.0,0.0,2,52.12,13.327718146568113,High Engagement,Low Donation,Wisconsin,53589
1326,2.0,0.0,0.0,2,206.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53597
1327,1.0,0.0,0.0,2,52.12,13.293921476467464,High Engagement,Low Donation,Wisconsin,53534
1328,0.0,0.0,0.0,2,206.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53711
1329,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53575
1330,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53590
1332,0.0,0.0,0.0,2,207.2,13.260124806366813,High Engagement,High Donation,Wisconsin,53714
1333,2.0,0.0,0.0,2,50.0,13.327718146568113,High Engagement,Low Donation,Wisconsin,53590
1334,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53597
1335,0.0,0.0,0.0,2,40.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53536
1336,1.0,0.0,0.0,2,618.54,13.293921476467464,High Engagement,High Donation,Wisconsin,53202
1337,0.0,0.0,0.0,2,52.16,13.260124806366813,High Engagement,Low Donation,Wisconsin,53713
1338,1.0,0.0,0.0,2,206.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53575
1339,2.0,0.0,0.0,2,103.6,13.327718146568113,High Engagement,High Donation,Wisconsin,53528
1340,0.0,0.0,0.0,2,52.26,13.260124806366813,High Engagement,Low Donation,Wisconsin,53593
1341,1.0,0.0,0.0,2,50.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53545
1342,2.0,0.0,0.0,2,50.0,13.327718146568113,High Engagement,Low Donation,Wisconsin,53548
1343,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53590
1344,1.0,0.0,0.0,2,50.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53713
1345,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53711
1346,0.0,0.0,0.0,2,103.6,13.260124806366813,High Engagement,High Donation,Wisconsin,53532
1347,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53589
1348,1.0,0.0,0.0,2,155.1,13.293921476467464,High Engagement,High Donation,Wisconsin,53597
1349,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53597
1350,1.0,0.0,0.0,2,24.0,13.293921476467464,High Engagement,Low Donation,Wisconsin,53549
1351,2.0,0.0,0.0,2,100.0,13.327718146568113,High Engagement,High Donation,Iowa,51573
1352,3.0,0.0,0.0,2,103.6,13.361514816668763,High Engagement,High Donation,Wisconsin,53545
1353,0.0,0.0,0.0,1,50.0,6.630062403183406,Low Engagement,Low Donation,Wisconsin,53570
1354,0.0,0.0,0.0,2,103.92,13.260124806366813,High Engagement,High Donation,Wisconsin,53704
1355,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53590
1356,2.0,0.0,0.0,2,600.0,13.327718146568113,High Engagement,High Donation,Wisconsin,53574
1357,3.0,0.0,0.0,2,207.2,13.361514816668763,High Engagement,High Donation,Wisconsin,53711
1358,2.0,0.0,0.0,2,309.58,13.327718146568113,High Engagement,High Donation,Wisconsin,53072
1359,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53704
1360,2.0,1.0,0.0,1,26.08,9.443345908188626,Low Engagement,Low Donation,Wisconsin,53575
1361,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1362,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53516
1363,1.0,0.0,0.0,2,150.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53562
1364,0.0,0.0,0.0,2,100.0,13.260124806366813,High Engagement,High Donation,Wisconsin,53575
1365,0.0,0.0,0.0,2,103.7,13.260124806366813,High Engagement,High Donation,Wisconsin,53578
1366,0.0,0.0,0.0,2,52.26,13.260124806366813,High Engagement,Low Donation,Wisconsin,53719
1367,3.0,1.0,0.0,2,1000.0,16.107204981472684,High Engagement,High Donation,Wisconsin,53593
1368,3.0,1.0,0.0,2,207.2,16.107204981472684,High Engagement,High Donation,Wisconsin,53597
1369,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53562
1370,0.0,0.0,0.0,2,104.68,13.260124806366813,High Engagement,High Donation,Wisconsin,53715
1371,0.0,0.0,0.0,2,103.7,13.260124806366813,High Engagement,High Donation,Wisconsin,53574
1372,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53714
1373,2.0,0.0,0.0,2,207.42,13.327718146568113,High Engagement,High Donation,Wisconsin,53593
1374,1.0,0.0,0.0,2,103.6,13.293921476467464,High Engagement,High Donation,Wisconsin,53562
1375,1.5,0.0,0.0,2,207.2,13.310819811517788,High Engagement,High Donation,Wisconsin,53711
1376,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53590
1377,2.0,1.0,0.0,1,52.01,9.443345908188626,Low Engagement,Low Donation,Wisconsin,53563
1378,4.0,0.0,0.0,2,618.54,13.395311486769415,High Engagement,High Donation,Wisconsin,53593
1379,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53594
1380,0.0,0.0,0.0,2,207.2,13.260124806366813,High Engagement,High Donation,Wisconsin,53590
1381,0.0,0.0,0.0,2,52.12,13.260124806366813,High Engagement,Low Donation,Wisconsin,53716
1382,1.0,0.0,0.0,2,200.0,13.293921476467464,High Engagement,High Donation,Wisconsin,53531
1383,0.0,0.0,0.0,2,50.0,13.260124806366813,High Engagement,Low Donation,Wisconsin,53719
