,Zip Code,Population,Density,RUCC_2023,PerCapitaPersonalIncome
9040,94555,38478.0,1279.6,1.0,106657
9041,94577,47682.0,2259.5,1.0,106657
9042,94605,43399.0,1871.0,1.0,106657
9043,94929,254.0,92.4,1.0,180575
9044,95125,53155.0,2567.5,1.0,151003
9045,95136,47476.0,3932.7,1.0,151003
9046,95209,44980.0,2071.8,2.0,59361
9047,95215,24326.0,99.2,2.0,59361
9048,95232,161.0,7.9,6.0,58425
9049,95303,1110.0,11.0,2.0,46654
9050,95459,641.0,3.7,4.0,59050
9051,95486,51.0,1016.6,2.0,83408
9052,95546,3466.0,9.8,5.0,57264
9053,95602,17557.0,137.3,1.0,85265
9054,95640,11598.0,38.8,6.0,50020
9055,95660,35461.0,2197.1,1.0,65104
9056,95693,7037.0,43.2,1.0,65104
9057,95721,0.0,0.0,1.0,84533
9058,95815,25673.0,1254.4,1.0,65104
9059,95932,7633.0,23.7,6.0,58303
9060,96023,1184.0,1.8,7.0,55052
9061,96069,800.0,3.5,3.0,57637
9062,96103,1401.0,4.3,9.0,64856
9063,96116,172.0,0.3,8.0,60674
9064,96124,458.0,3.1,8.0,53251
9065,96125,126.0,0.5,8.0,53251
9066,96136,44.0,0.1,7.0,43736
9067,96712,7407.0,138.1,1.0,69893
9068,96716,2995.0,10.8,5.0,61257
9069,96725,2888.0,14.2,5.0,52866
9070,96744,51601.0,577.7,1.0,69893
9071,96755,3018.0,20.1,5.0,52866
9072,96790,9613.0,16.4,3.0,
9073,97011,840.0,55.4,1.0,80269
9074,97024,10344.0,1140.4,1.0,75772
9075,97146,6698.0,122.1,4.0,60930
9076,97214,26853.0,3694.0,1.0,75772
9077,97239,18190.0,1976.5,1.0,75772
9078,97357,174.0,4.1,5.0,59715
9079,97360,2458.0,41.5,3.0,57016
9080,97386,14693.0,44.7,3.0,57016
9081,97389,1858.0,20.1,3.0,57016
9082,97439,14713.0,32.2,2.0,61634
9083,97466,1272.0,11.8,5.0,59838
9084,97522,588.0,2.5,3.0,62541
9085,97536,1031.0,5.8,3.0,62541
9086,97756,38844.0,132.6,3.0,81025
9087,97825,248.0,0.4,9.0,54969
9088,97833,740.0,3.2,7.0,52392
9089,97842,118.0,0.1,9.0,59576
9090,97885,1295.0,1.7,9.0,59576
9091,98134,833.0,95.3,1.0,122235
9092,98235,73.0,919.3,3.0,67173
9093,98245,3826.0,46.2,9.0,93395
9094,98290,36399.0,118.7,1.0,75320
9095,98304,1070.0,1.2,1.0,65188
9096,98330,102.0,6.0,1.0,65188
9097,98374,41613.0,1013.1,1.0,65188
9098,98421,1557.0,89.6,1.0,65188
9099,98447,732.0,4888.1,1.0,65188
9100,98506,17060.0,294.3,2.0,65892
9101,98546,3272.0,47.7,4.0,54701
9102,98562,47.0,18.5,4.0,49968
9103,98593,1260.0,36.3,4.0,59759
9104,98617,1415.0,49.2,9.0,57126
9105,98832,206.0,0.4,5.0,49727
9106,98860,235.0,1.2,5.0,49727
9107,99109,5103.0,7.0,2.0,49484
9108,99126,1347.0,10.0,2.0,49484
9109,99345,133.0,0.3,2.0,56969
9110,99501,16679.0,927.8,2.0,79183
9111,99507,37109.0,653.4,2.0,79183
9112,99510,1077.0,0.3,9.0,85731
9113,99555,179.0,3.8,9.0,65625
9114,99561,483.0,34.8,7.0,48831
9115,99591,76.0,0.8,9.0,72234
9116,99628,733.0,0.2,9.0,65625
9117,99665,61.0,12.2,8.0,69573
9118,99684,713.0,0.4,9.0,63573
9119,99686,3869.0,0.5,,(NA)
9120,99701,17258.0,1.6,3.0,69775
9121,99745,72.0,6.8,8.0,69573
9122,99748,180.0,3.8,8.0,69573
9123,99759,227.0,3.4,9.0,85731
9124,99921,1976.0,0.4,9.0,55055
9125,99926,1654.0,4.8,9.0,55055
9126,676,36299.0,277.9,2.0,
9127,685,37058.0,184.5,2.0,
9128,801,,,5.0,
9129,959,46441.0,2794.6,1.0,
9130,962,19082.0,1929.7,1.0,
9131,1082,10580.0,88.6,3.0,63544
9132,1089,28609.0,660.4,2.0,64105
9133,1094,387.0,130.9,2.0,69301
9134,1103,2332.0,1956.6,2.0,64105
9135,1238,5814.0,64.4,3.0,70945
9136,1338,113.0,12.6,4.0,67327
9137,1349,1391.0,69.9,4.0,67327
9138,1351,2114.0,39.0,4.0,67327
9139,1469,7670.0,130.0,1.0,108773
9140,1503,3182.0,94.7,2.0,69301
9141,1540,11581.0,231.1,2.0,69301
9142,1581,19037.0,356.8,2.0,69301
9143,1770,4316.0,105.5,1.0,108773
9144,1778,14088.0,357.7,1.0,108773
9145,1834,6780.0,294.7,1.0,84017
9146,1951,3150.0,88.3,1.0,84017
9147,2113,6966.0,26817.5,1.0,107027
9148,2129,19890.0,5684.1,1.0,107027
9149,2135,44951.0,6588.9,1.0,107027
9150,2188,15831.0,1643.2,1.0,115585
9151,2215,25770.0,13006.0,1.0,107027
9152,2367,2954.0,77.7,1.0,84693
9153,2558,1170.0,367.4,1.0,84693
9154,2575,2418.0,37.3,7.0,98605
9155,2601,15677.0,704.3,3.0,92417
9156,2702,4382.0,100.8,1.0,67109
9157,2861,25622.0,2775.4,1.0,58572
9158,2874,6045.0,153.9,1.0,83586
9159,2882,14029.0,423.3,1.0,83586
9160,2888,18687.0,1216.6,1.0,72004
9161,2895,41603.0,2072.3,1.0,58572
9162,3043,1577.0,19.6,2.0,76187
9163,3048,3515.0,45.9,2.0,76187
9164,3079,29234.0,454.7,1.0,97082
9165,3106,14273.0,152.5,4.0,73531
9166,3240,1362.0,12.7,5.0,79934
9167,3278,2946.0,18.3,4.0,73531
9168,3581,3054.0,7.8,7.0,55665
9169,3595,704.0,7.4,7.0,55665
9170,3604,123.0,96.7,4.0,67094
9171,3781,2024.0,16.5,7.0,68216
9172,3814,2315.0,28.3,6.0,78581
9173,3826,2250.0,313.4,1.0,97082
9174,3902,2419.0,47.7,2.0,70640
9175,4105,11876.0,156.4,2.0,84606
9176,4416,5541.0,37.0,8.0,68181
9177,4441,1613.0,1.1,8.0,54776
9178,4538,1907.0,151.0,8.0,66465
9179,4648,745.0,8.4,9.0,52366
9180,4655,956.0,17.2,9.0,52366
9181,4673,207.0,26.5,8.0,68181
9182,4783,472.0,3.2,7.0,53650
9183,4861,2760.0,97.4,7.0,67794
9184,4910,2217.0,22.0,4.0,58278
9185,4932,1282.0,13.6,3.0,53978
9186,5045,1773.0,13.2,9.0,59235
9187,5050,164.0,146.7,9.0,53640
9188,5069,511.0,16.4,9.0,53640
9189,5250,3731.0,15.7,6.0,65638
9190,5405,4391.0,7282.6,3.0,76222
9191,5457,1590.0,16.0,3.0,57298
9192,5483,1512.0,28.6,3.0,57298
9193,5485,96.0,362.9,3.0,57298
9194,5488,7752.0,46.2,3.0,57298
9195,5657,60.0,165.0,8.0,68121
9196,5661,5826.0,34.0,8.0,68121
9197,5770,1001.0,9.4,6.0,64395
9198,5827,319.0,8.4,9.0,55293
9199,5846,1206.0,8.4,9.0,47952
9200,6013,9659.0,125.5,,75433
9201,6085,7362.0,594.3,,75433
9202,6239,11169.0,189.4,,56773
9203,6480,9322.0,154.1,,80853
9204,6810,52548.0,979.5,,139006
9205,7066,15735.0,1424.1,1.0,82502
9206,7073,9584.0,995.1,1.0,102229
9207,7080,23956.0,1118.6,1.0,75352
9208,7423,4094.0,908.1,1.0,102229
9209,7480,16439.0,190.2,1.0,60002
9210,7524,13750.0,7039.3,1.0,60002
9211,7649,8141.0,1304.4,1.0,102229
9212,7704,5873.0,1413.2,1.0,100477
9213,7740,30744.0,2247.8,1.0,100477
9214,7865,1910.0,54.0,2.0,66483
9215,7880,221.0,388.3,2.0,66483
9216,7946,3215.0,300.7,1.0,115850
9217,7974,12391.0,1197.5,1.0,82502
9218,8003,30194.0,1053.2,1.0,64987
9219,8057,20660.0,522.1,1.0,74684
9220,8401,37999.0,1377.5,2.0,60493
9221,8640,7668.0,138.1,1.0,74684
9222,8751,4474.0,1317.1,1.0,62195
9223,8837,16674.0,712.4,1.0,75352
9224,8889,10750.0,166.6,1.0,105801
9225,10027,64988.0,28875.2,1.0,214991
9226,10029,76713.0,36488.9,1.0,214991
9227,10115,0.0,0.0,1.0,214991
9228,10473,59579.0,10755.2,1.0,44736
9229,10530,12268.0,1237.5,1.0,130834
9230,10597,853.0,98.6,1.0,130834
9231,10901,23039.0,493.9,1.0,71330
9232,10910,0.0,0.0,2.0,60539
9233,10926,3592.0,267.6,2.0,60539
9234,10958,3319.0,56.1,2.0,60539
9235,10964,1224.0,193.4,1.0,71330
9236,11023,9301.0,2168.4,1.0,104873
9237,11217,41813.0,21526.0,1.0,67081
9238,11229,83119.0,14862.2,1.0,67081
9239,11358,36515.0,7234.8,1.0,60271
9240,11366,14360.0,5072.6,1.0,60271
9241,11542,27893.0,1616.7,1.0,104873
9242,11553,26054.0,2864.2,1.0,104873
9243,11575,17180.0,3725.5,1.0,104873
9244,11935,3160.0,119.5,1.0,88816
9245,11971,6026.0,210.3,1.0,88816
9246,12031,195.0,23.2,2.0,53174
9247,12059,1682.0,25.0,2.0,78464
9248,12065,42701.0,472.5,2.0,81008
9249,12131,91.0,5.0,2.0,53174
9250,12165,161.0,19.3,6.0,74642
9251,12182,14432.0,405.5,2.0,60836
9252,12205,26941.0,657.4,2.0,78464
9253,12416,341.0,25.9,3.0,66314
9254,12429,324.0,59.3,3.0,66314
9255,12459,213.0,10.8,8.0,50348
9256,12475,339.0,106.5,3.0,66314
9257,12495,131.0,5.5,3.0,66314
9258,12549,10915.0,108.6,2.0,60539
9259,12720,158.0,4.7,6.0,57831
9260,12748,2215.0,39.0,6.0,57831
9261,12767,140.0,18.3,6.0,57831
9262,12770,246.0,21.1,6.0,57831
9263,12920,2285.0,9.5,7.0,53153
9264,12927,254.0,0.9,4.0,47495
9265,12933,59.0,832.7,4.0,55008
9266,12942,837.0,6.1,6.0,58326
9267,12977,1874.0,80.9,6.0,58326
9268,13076,2397.0,60.5,2.0,49548
9269,13108,6095.0,80.7,2.0,63854
9270,13138,56.0,544.1,2.0,63854
9271,13140,4571.0,33.8,4.0,53644
9272,13157,603.0,419.7,2.0,56075
9273,13207,12597.0,1574.0,2.0,63854
9274,13323,11282.0,114.5,2.0,56075
9275,13357,10786.0,132.0,2.0,52027
9276,13360,133.0,0.8,8.0,59276
9277,13613,2708.0,12.6,4.0,47495
9278,13662,16267.0,70.7,4.0,47495
9279,13668,3138.0,33.0,4.0,47495
9280,13691,3074.0,16.4,3.0,54926
9281,13694,1244.0,21.5,4.0,47495
9282,13820,22070.0,79.4,7.0,53098
9283,13902,6130.0,3323.9,3.0,52147
9284,14047,6549.0,193.0,1.0,62207
9285,14103,10519.0,50.8,1.0,48729
9286,14135,147.0,54.9,4.0,49640
9287,14225,33091.0,1078.9,1.0,62207
9288,14475,391.0,98.9,1.0,64723
9289,14714,597.0,12.7,7.0,42832
9290,14757,3323.0,27.8,4.0,49640
9291,14777,693.0,18.6,7.0,42832
9292,15045,4371.0,1067.0,1.0,75468
9293,15062,7344.0,843.7,1.0,64021
9294,15076,726.0,380.5,1.0,75468
9295,15136,22881.0,794.3,1.0,75468
9296,15143,21150.0,221.8,1.0,75468
9297,15203,10151.0,2655.2,1.0,75468
9298,15313,370.0,203.6,1.0,75091
9299,15352,880.0,6.8,6.0,52757
9300,15421,48.0,85.4,1.0,51467
9301,15448,218.0,87.9,1.0,64021
9302,15479,2063.0,37.5,1.0,64021
9303,15530,5244.0,23.1,6.0,49685
9304,15613,13536.0,87.5,1.0,64021
9305,15624,545.0,338.7,1.0,64021
9306,15655,176.0,5.3,1.0,64021
9307,15687,1187.0,15.9,1.0,64021
9308,15738,189.0,27.8,3.0,50932
9309,15761,140.0,52.2,4.0,48336
9310,15829,1380.0,15.1,7.0,50976
9311,16038,3592.0,29.0,1.0,73039
9312,16685,148.0,6.3,6.0,46957
9313,16840,504.0,256.6,4.0,57841
9314,16941,69.0,10.9,9.0,48180
9315,17015,20923.0,71.1,2.0,68998
9316,17048,4220.0,47.0,2.0,60670
9317,17053,4948.0,66.4,2.0,56411
9318,17113,10852.0,982.9,2.0,60670
9319,17257,29524.0,97.1,2.0,68998
9320,17402,38078.0,763.9,2.0,60915
9321,17501,4425.0,1227.6,2.0,66876
9322,17535,2703.0,96.3,2.0,66876
9323,17570,117.0,654.0,2.0,66876
9324,17756,11978.0,41.1,3.0,53630
9325,17779,386.0,102.5,6.0,48383
9326,17823,1258.0,14.1,4.0,50445
9327,17827,672.0,135.2,7.0,54472
9328,17834,3374.0,253.8,4.0,50445
9329,17845,2170.0,12.8,6.0,53495
9330,17921,7321.0,74.9,4.0,52049
9331,17935,1595.0,141.2,4.0,52049
9332,18032,9399.0,1805.8,2.0,65898
9333,18058,10056.0,75.2,4.0,54716
9334,18087,942.0,331.8,2.0,65898
9335,18092,3192.0,82.4,2.0,65898
9336,18241,769.0,126.7,4.0,52049
9337,18331,537.0,60.5,4.0,54716
9338,18347,2779.0,39.7,4.0,54716
9339,18427,121.0,68.6,6.0,57575
9340,18519,4659.0,747.2,2.0,56985
9341,18619,259.0,2.9,8.0,59379
9342,18636,1246.0,10.8,2.0,57180
9343,18642,3998.0,284.7,2.0,53214
9344,18705,14683.0,1040.5,2.0,53214
9345,18832,1791.0,11.6,6.0,50930
9346,19056,15249.0,1602.3,1.0,92846
9347,19095,7070.0,1292.2,1.0,101172
9348,19440,19350.0,663.1,1.0,101172
9349,19472,10.0,22.9,1.0,101172
9350,19506,7466.0,42.4,2.0,61575
9351,19956,15117.0,57.7,4.0,68532
9352,19973,24745.0,121.5,4.0,68532
9353,20045,0.0,0.0,1.0,106816
9354,20137,1527.0,34.3,1.0,86886
9355,20618,406.0,28.0,3.0,70353
9356,20693,833.0,15.9,1.0,66642
9357,20740,31349.0,1521.1,1.0,57096
9358,20774,47165.0,524.4,1.0,57096
9359,20812,309.0,625.5,1.0,100044
9360,21005,2872.0,139.2,1.0,71196
9361,21034,3483.0,53.5,1.0,71196
9362,21214,21392.0,2893.6,1.0,64357
9363,22964,298.0,15.4,3.0,67990
9364,23038,1513.0,7.8,1.0,125932
9365,23045,134.0,21.3,1.0,72439
9366,23061,21271.0,52.4,1.0,61214
9367,23071,1523.0,49.0,8.0,66200
9368,23451,43230.0,900.9,1.0,72091
9369,23608,43058.0,1553.4,1.0,50764
9370,23669,40996.0,1269.9,1.0,52364
9371,23708,508.0,1198.1,1.0,48985
9372,23876,267.0,2.9,8.0,45693
9373,23967,1137.0,9.3,8.0,47697
9374,23968,604.0,7.4,7.0,49625
9375,24018,38341.0,326.2,2.0,
9376,24020,632.0,892.0,2.0,
9377,24059,853.0,13.9,2.0,
9378,24095,4332.0,66.3,2.0,57877
9379,24148,8475.0,45.9,4.0,
9380,24165,1259.0,11.2,4.0,
9381,24185,458.0,4.7,8.0,42956
9382,24244,5881.0,13.3,2.0,43448
9383,24248,2465.0,18.2,8.0,41822
9384,24290,1968.0,153.4,2.0,43448
9385,24326,1030.0,7.3,9.0,40784
9386,24360,5802.0,26.3,6.0,47343
9387,24474,672.0,403.6,6.0,
9388,24566,1386.0,14.4,4.0,
9389,24733,583.0,38.8,4.0,48086
9390,24827,1342.0,13.3,8.0,37028
9391,24867,426.0,12.5,8.0,37028
9392,24870,2711.0,26.9,8.0,37028
9393,24954,3927.0,5.3,9.0,53487
9394,25049,326.0,8.1,3.0,43398
9395,25123,3333.0,10.8,6.0,44435
9396,25156,165.0,252.1,3.0,61400
9397,25187,892.0,8.4,6.0,44435
9398,25260,1494.0,211.0,6.0,44435
9399,25285,512.0,17.7,3.0,41070
9400,25444,164.0,3.2,3.0,46417
9401,25524,2803.0,11.2,8.0,38761
9402,25534,325.0,5.4,2.0,44163
9403,25705,21231.0,684.9,2.0,54209
9404,25817,708.0,24.3,3.0,51780
9405,25978,507.0,16.7,8.0,46136
9406,26038,3140.0,183.7,3.0,51767
9407,26104,15808.0,164.1,3.0,58971
9408,26148,401.0,8.7,8.0,57425
9409,26205,3572.0,53.3,8.0,44299
9410,26218,2969.0,17.3,7.0,45382
9411,26374,1220.0,14.4,3.0,44252
9412,26385,4203.0,26.3,5.0,63351
9413,26386,2620.0,38.2,5.0,63351
9414,26619,378.0,4.7,8.0,42520
9415,26624,2729.0,14.4,8.0,42520
9416,27231,2020.0,21.5,2.0,82487
9417,27281,3433.0,25.5,3.0,68180
9418,27291,1616.0,12.3,8.0,43437
9419,27295,38255.0,115.8,2.0,51406
9420,27377,8612.0,130.3,2.0,59170
9421,27545,28676.0,381.9,1.0,81322
9422,27559,2622.0,20.9,2.0,85995
9423,27569,7993.0,37.9,1.0,52757
9424,27589,7938.0,17.6,8.0,39006
9425,27818,1699.0,10.7,8.0,46092
9426,27875,477.0,3.3,9.0,52292
9427,27919,1035.0,6.9,8.0,56511
9428,27946,1022.0,9.2,1.0,52872
9429,27966,818.0,30.9,1.0,63750
9430,27973,1205.0,12.4,1.0,63750
9431,28017,730.0,1641.0,4.0,47778
9432,28105,46180.0,748.7,1.0,82500
9433,28262,43209.0,769.9,1.0,82500
9434,28314,58827.0,985.0,2.0,48345
9435,28358,38858.0,75.1,4.0,43550
9436,28451,35236.0,97.4,2.0,62104
9437,28504,21717.0,67.7,4.0,53456
9438,28531,1260.0,217.1,4.0,68500
9439,28538,2008.0,26.8,8.0,40266
9440,28571,2474.0,18.5,9.0,56687
9441,28745,417.0,258.1,4.0,53755
9442,29161,11930.0,34.2,3.0,54943
9443,29170,21967.0,351.2,2.0,60682
9444,29203,40518.0,247.0,2.0,57160
9445,29353,3986.0,16.5,2.0,40314
9446,29512,17771.0,31.7,6.0,38787
9447,29527,26514.0,66.1,2.0,51033
9448,29560,13487.0,32.2,3.0,54943
9449,29583,5586.0,20.3,3.0,54943
9450,29645,9525.0,34.4,2.0,43851
9451,29710,36944.0,125.6,1.0,62604
9452,29726,1693.0,16.2,1.0,62604
9453,29909,19419.0,136.3,3.0,80192
9454,30028,27120.0,203.9,1.0,84447
9455,30035,23223.0,1048.0,1.0,67811
9456,30054,12318.0,115.0,1.0,43952
9457,30102,42278.0,557.3,1.0,71255
9458,30118,2096.0,2163.8,1.0,51798
9459,30216,2361.0,30.4,1.0,44514
9460,30252,48203.0,203.9,1.0,49576
9461,30269,36489.0,561.7,1.0,77577
9462,30316,33670.0,1038.5,1.0,67811
9463,30319,43011.0,1599.7,1.0,67811
9464,30507,30499.0,165.7,3.0,60036
9465,30520,5774.0,39.0,8.0,41656
9466,30625,2327.0,19.8,1.0,63507
9467,30635,14996.0,20.4,6.0,44067
9468,30683,6866.0,67.8,3.0,43899
9469,30805,2408.0,26.3,2.0,45441
9470,30807,83.0,51.9,8.0,42403
9471,30903,791.0,1798.2,2.0,61147
9472,30907,52252.0,840.8,2.0,61147
9473,31082,9728.0,16.7,7.0,43518
9474,31091,4376.0,19.5,8.0,43325
9475,31322,26126.0,346.4,2.0,59376
9476,31408,10371.0,163.6,2.0,59376
9477,31566,4787.0,29.2,3.0,37617
9478,31568,609.0,1.8,4.0,46608
9479,32009,3661.0,16.4,1.0,79701
9480,32177,26845.0,43.4,4.0,41712
9481,32193,705.0,34.4,4.0,41712
9482,32361,383.0,64.5,2.0,52094
9483,32409,10144.0,51.8,3.0,56070
9484,32428,17564.0,24.1,3.0,38734
9485,32442,3299.0,13.6,6.0,40972
9486,32461,36.0,23.3,2.0,89435
9487,32564,2959.0,12.5,2.0,62236
9488,32567,3099.0,8.6,2.0,62236
9489,32570,31341.0,37.9,2.0,59385
9490,32720,32421.0,199.3,2.0,55824
9491,32779,29603.0,605.7,1.0,62804
9492,32811,41057.0,1921.0,1.0,59767
9493,32940,42171.0,125.2,2.0,60162
9494,32955,38889.0,680.1,2.0,60162
9495,33031,7124.0,128.8,1.0,75182
9496,33051,534.0,472.1,4.0,130525
9497,33140,19938.0,2523.5,1.0,75182
9498,33149,12943.0,1061.3,1.0,75182
9499,33187,19392.0,189.1,1.0,75182
9500,33401,28687.0,2129.3,1.0,117322
9501,33541,21612.0,338.9,1.0,56734
9502,33585,1133.0,25.5,3.0,71231
9503,33618,27352.0,1218.9,1.0,63640
9504,33715,7296.0,765.9,1.0,71904
9505,33759,18236.0,1301.0,1.0,71904
9506,33773,17595.0,1359.6,1.0,71904
9507,33774,18097.0,1519.5,1.0,71904
9508,33785,5432.0,1779.5,1.0,71904
9509,33834,7524.0,16.1,6.0,36871
9510,33896,11654.0,389.8,2.0,44430
9511,33905,37492.0,343.9,2.0,65878
9512,33944,219.0,1.6,8.0,32897
9513,33948,17122.0,509.2,3.0,55332
9514,33991,22516.0,614.7,2.0,65878
9515,34268,157.0,441.0,6.0,34786
9516,34275,20472.0,303.2,2.0,85157
9517,34434,8021.0,126.2,3.0,47178
9518,34688,7443.0,185.4,1.0,71904
9519,34715,18241.0,209.9,1.0,55387
9520,34945,5187.0,8.2,2.0,54842
9521,35051,9838.0,35.1,1.0,71565
9522,35054,4318.0,63.8,1.0,50493
9523,35057,14187.0,43.2,4.0,50812
9524,35060,272.0,39.9,1.0,71275
9525,35176,784.0,28.6,1.0,71565
9526,35580,3564.0,17.5,1.0,51485
9527,35581,6073.0,19.2,6.0,42272
9528,35585,1727.0,16.8,6.0,42272
9529,35763,19855.0,182.4,2.0,66005
9530,35776,3785.0,16.2,6.0,45322
9531,36037,12944.0,13.9,6.0,49192
9532,36054,15899.0,252.1,2.0,51950
9533,36066,19732.0,381.9,2.0,53079
9534,36079,9932.0,19.3,6.0,49237
9535,36263,420.0,6.6,8.0,42104
9536,36301,37608.0,162.7,3.0,54541
9537,36303,30986.0,190.4,3.0,54541
9538,36311,2426.0,7.8,4.0,45756
9539,36353,1683.0,6.7,3.0,53701
9540,36502,18113.0,21.3,6.0,42089
9541,36572,6159.0,256.3,2.0,50513
9542,36616,8.0,441.9,2.0,50513
9543,36742,1921.0,6.5,6.0,50216
9544,36776,1856.0,8.8,2.0,46181
9545,36856,7811.0,91.1,2.0,41186
9546,36874,9973.0,34.6,3.0,48511
9547,37098,6760.0,43.4,1.0,45298
9548,37140,1456.0,21.6,1.0,45298
9549,37172,30468.0,65.0,1.0,56484
9550,37421,52254.0,664.0,2.0,65525
9551,37620,38170.0,115.7,2.0,54453
9552,37641,9356.0,39.5,4.0,44945
9553,37690,4222.0,70.5,3.0,55967
9554,37771,17287.0,137.6,2.0,70063
9555,37862,23147.0,106.4,4.0,57533
9556,38049,4181.0,14.5,1.0,52829
9557,38054,224.0,240.3,1.0,61979
9558,38104,23456.0,1776.3,1.0,61979
9559,38313,3182.0,16.9,3.0,55537
9560,38367,2953.0,14.6,8.0,40085
9561,38376,147.0,13.8,6.0,47525
9562,38453,338.0,8.3,6.0,51229
9563,38477,2717.0,11.2,6.0,47548
9564,38506,28636.0,68.1,4.0,51132
9565,38577,1485.0,7.6,9.0,42545
9566,38580,1905.0,21.1,9.0,42000
9567,38623,273.0,9.3,8.0,44213
9568,38658,2066.0,22.5,6.0,43391
9569,38731,246.0,16.4,5.0,48299
9570,38773,3358.0,8.8,7.0,51015
9571,38851,8006.0,14.0,9.0,39952
9572,38916,4945.0,10.6,9.0,42728
9573,38923,912.0,4.4,8.0,45400
9574,38946,241.0,3.0,6.0,51319
9575,38948,2175.0,6.9,9.0,44057
9576,39159,3132.0,4.1,8.0,57998
9577,39475,13973.0,32.1,3.0,51997
9578,39477,668.0,46.8,4.0,49765
9579,39577,11104.0,16.8,2.0,42642
9580,39666,10686.0,26.5,6.0,39426
9581,39746,2940.0,12.5,7.0,44517
9582,39751,1663.0,8.1,9.0,47027
9583,39836,285.0,1.4,8.0,45285
9584,39841,694.0,4.0,8.0,44161
9585,39846,1978.0,8.8,8.0,35593
9586,40022,1057.0,25.4,1.0,61248
9587,40050,1399.0,55.6,1.0,52499
9588,40075,977.0,8.0,1.0,52499
9589,40211,22556.0,1164.2,1.0,67663
9590,40214,45844.0,1189.4,1.0,67663
9591,40291,37812.0,665.7,1.0,67663
9592,40356,44181.0,121.9,2.0,61703
9593,40743,242.0,76.7,5.0,42337
9594,40874,361.0,3.6,9.0,41877
9595,40927,426.0,14.0,7.0,40111
9596,40995,162.0,21.5,7.0,39065
9597,41005,24451.0,161.7,1.0,62066
9598,41014,7113.0,2585.0,1.0,73345
9599,41049,2309.0,10.6,9.0,42128
9600,41099,1186.0,1984.0,1.0,66222
9601,41224,5923.0,25.3,8.0,33523
9602,41650,409.0,45.7,7.0,45540
9603,42053,5044.0,16.7,3.0,64990
9604,42154,522.0,9.5,9.0,38441
9605,42211,13064.0,18.0,2.0,48027
9606,42262,8730.0,93.5,2.0,46804
9607,42275,772.0,6.8,3.0,44967
9608,42728,16656.0,20.1,7.0,43430
9609,43044,4930.0,24.2,6.0,51945
9610,43128,2519.0,20.4,6.0,49752
9611,43227,24518.0,2380.2,1.0,63874
9612,43235,43356.0,1240.6,1.0,63874
9613,43331,4446.0,55.3,4.0,51515
9614,43431,4724.0,37.6,4.0,52046
9615,43452,13757.0,113.2,3.0,66465
9616,43525,1186.0,402.7,2.0,59887
9617,43623,19819.0,1136.0,2.0,57012
9618,43731,5437.0,41.3,1.0,48777
9619,43832,7189.0,27.5,4.0,57335
9620,43842,357.0,336.0,4.0,52225
9621,43920,22215.0,191.2,4.0,47871
9622,43943,2997.0,27.8,3.0,48346
9623,44022,16551.0,210.0,1.0,68360
9624,44028,8938.0,104.0,1.0,59141
9625,44090,12096.0,44.9,1.0,59141
9626,44104,19814.0,1615.1,1.0,68360
9627,44212,44625.0,795.7,1.0,70562
9628,44333,18769.0,260.0,2.0,64598
9629,44449,1313.0,42.8,2.0,54630
9630,44483,24862.0,527.1,2.0,49159
9631,44491,3462.0,45.0,2.0,49159
9632,44676,5068.0,35.7,4.0,58161
9633,44851,4697.0,24.4,4.0,50983
9634,45220,14214.0,1914.8,1.0,75833
9635,45320,15163.0,43.7,6.0,52241
9636,45335,7033.0,32.0,2.0,64628
9637,45381,5318.0,40.0,6.0,52241
9638,45388,946.0,20.9,6.0,56920
9639,45420,25179.0,1568.9,2.0,58304
9640,45433,2514.0,89.9,2.0,64628
9641,45650,454.0,11.7,8.0,46026
9642,45855,147.0,213.6,8.0,54129
9643,46013,17136.0,306.0,1.0,48479
9644,46110,583.0,15.5,1.0,55484
9645,46118,5068.0,35.9,1.0,62305
9646,46181,5286.0,45.5,1.0,61983
9647,46234,26864.0,810.4,1.0,70999
9648,46268,25443.0,740.4,1.0,70999
9649,46319,17513.0,729.0,1.0,56172
9650,46531,1579.0,28.5,8.0,44313
9651,46532,1531.0,11.2,8.0,44313
9652,46555,2406.0,100.2,4.0,59499
9653,46590,4925.0,671.1,4.0,59499
9654,46595,133.0,225.1,2.0,56895
9655,46628,26396.0,291.1,2.0,56895
9656,46710,4291.0,37.8,6.0,52042
9657,46732,3244.0,55.2,6.0,52042
9658,46743,2050.0,35.3,2.0,60607
9659,46765,5568.0,165.9,2.0,60607
9660,46777,6493.0,45.3,2.0,53280
9661,46939,1819.0,7.4,7.0,52342
9662,46943,225.0,258.7,6.0,56584
9663,47032,3116.0,34.4,1.0,60731
9664,47141,1542.0,17.4,1.0,56729
9665,47201,44831.0,84.7,3.0,65564
9666,47223,1024.0,6.8,6.0,51768
9667,47337,138.0,288.8,6.0,48320
9668,47339,497.0,14.5,5.0,52493
9669,47564,1224.0,12.8,8.0,50515
9670,47577,1211.0,18.5,8.0,56258
9671,47648,4219.0,30.4,6.0,58378
9672,47649,1499.0,13.5,6.0,58378
9673,47803,20939.0,236.6,3.0,48802
9674,47807,11886.0,1223.5,3.0,48802
9675,47848,1616.0,37.0,3.0,45407
9676,47920,2260.0,30.7,3.0,50492
9677,47944,3402.0,7.1,3.0,56092
9678,47995,1670.0,7.8,6.0,56248
9679,48066,47507.0,1860.7,1.0,58565
