,Zip Code,Population,Density,RUCC_2023,PerCapitaPersonalIncome
19186,48725,2072.0,22.5,9.0,61320
19187,48728,252.0,0.8,9.0,50791
19188,48762,1097.0,9.4,9.0,50791
19189,48849,6000.0,27.9,1.0,43547
19190,48894,1938.0,26.0,2.0,60589
19191,49072,2945.0,20.3,4.0,49695
19192,49073,4777.0,26.5,1.0,59401
19193,49227,1114.0,16.8,6.0,44820
19194,49270,5716.0,49.2,3.0,59956
19195,49279,845.0,12.4,4.0,51391
19196,49319,16705.0,74.1,1.0,70662
19197,49344,3266.0,39.1,4.0,58048
19198,49434,6.0,40.5,1.0,63265
19199,49631,6226.0,16.2,9.0,49882
19200,49725,680.0,5.5,7.0,46492
19201,49805,359.0,4.6,9.0,60716
19202,49896,1685.0,11.1,7.0,50410
19203,49913,6516.0,35.9,5.0,45077
19204,49916,3014.0,10.9,5.0,45077
19205,50057,315.0,6.0,6.0,64302
19206,50101,44.0,1.7,9.0,68410
19207,50139,1105.0,4.8,2.0,64502
19208,50220,8898.0,33.4,2.0,84495
19209,50277,316.0,3.0,2.0,68446
19210,50278,771.0,5.6,3.0,55798
19211,50310,31832.0,1528.6,2.0,66761
19212,50421,2899.0,12.5,9.0,68410
19213,50456,1813.0,15.1,9.0,56008
19214,50472,2325.0,7.4,9.0,110907
19215,50480,916.0,5.6,7.0,63562
19216,50531,181.0,1.9,7.0,51744
19217,50542,967.0,5.6,9.0,68410
19218,51103,16938.0,620.2,3.0,53685
19219,51345,426.0,2.9,9.0,60171
19220,51560,2049.0,8.1,2.0,58306
19221,51645,238.0,2.2,8.0,60566
19222,52002,17170.0,229.9,3.0,63435
19223,52049,1357.0,7.6,8.0,65588
19224,52073,1378.0,10.8,3.0,63435
19225,52255,1730.0,15.4,8.0,66315
19226,52328,3059.0,384.0,2.0,63407
19227,52630,374.0,3.4,6.0,52183
19228,52654,1669.0,12.3,6.0,52183
19229,53035,2403.0,26.2,4.0,55856
19230,53095,27351.0,146.8,1.0,73187
19231,53115,15998.0,86.7,4.0,67665
19232,53204,38678.0,4549.2,1.0,60114
19233,53208,30161.0,2984.5,1.0,60114
19234,53218,41974.0,2759.2,1.0,60114
19235,53507,2149.0,13.2,2.0,61591
19236,53518,1393.0,7.2,8.0,53743
19237,53546,30185.0,141.0,3.0,56319
19238,53968,2278.0,12.2,8.0,49419
19239,54023,4191.0,39.2,1.0,70354
19240,54119,697.0,2.9,6.0,53841
19241,54211,259.0,28.2,6.0,78073
19242,54241,14014.0,81.5,4.0,57585
19243,54416,1784.0,8.3,6.0,51974
19244,54418,966.0,3.2,6.0,53770
19245,54487,9489.0,12.2,6.0,56296
19246,54625,240.0,14.7,8.0,52737
19247,54824,2208.0,22.7,8.0,57391
19248,54948,240.0,6.5,6.0,51974
19249,54971,10697.0,37.5,3.0,60018
19250,54980,109.0,85.0,3.0,60180
19251,55103,14062.0,2602.1,1.0,69310
19252,55342,1738.0,4.2,9.0,62855
19253,55426,26339.0,1507.0,1.0,95574
19254,55429,27899.0,1729.8,1.0,95574
19255,55749,440.0,2.1,2.0,52392
19256,55780,190.0,2.9,2.0,52392
19257,55987,34834.0,84.2,4.0,58318
19258,56023,514.0,3.3,8.0,55356
19259,56144,1184.0,4.6,8.0,69853
19260,56187,14574.0,33.1,7.0,57743
19261,56335,230.0,178.2,3.0,63053
19262,56356,288.0,296.0,3.0,63053
19263,56361,2417.0,6.0,6.0,59478
19264,56401,29973.0,35.6,4.0,56919
19265,56469,1004.0,1.4,8.0,51695
19266,56482,6829.0,20.1,9.0,49621
19267,56517,319.0,1.3,3.0,60175
19268,56548,748.0,4.5,8.0,53560
19269,56567,3238.0,8.4,6.0,59478
19270,56660,337.0,0.7,7.0,55115
19271,56667,588.0,2.5,7.0,53382
19272,56723,878.0,3.0,3.0,60175
19273,57058,1897.0,4.6,2.0,73312
19274,57332,903.0,3.4,8.0,82440
19275,57339,1522.0,4.6,9.0,36239
19276,57358,21.0,8.6,9.0,83863
19277,57359,762.0,1.8,9.0,73160
19278,57381,576.0,0.7,7.0,62173
19279,57385,1220.0,2.0,9.0,73160
19280,58324,1358.0,2.1,9.0,101180
19281,58440,118.0,0.2,9.0,72030
19282,58455,357.0,1.0,7.0,68370
19283,58495,1342.0,1.4,9.0,74321
19284,58634,315.0,0.3,7.0,84357
19285,58748,128.0,0.4,8.0,82191
19286,58792,283.0,0.7,3.0,75774
19287,58795,142.0,0.3,5.0,75412
19288,58801,31508.0,14.6,5.0,75412
19289,58830,278.0,0.4,5.0,75412
19290,59010,167.0,0.2,8.0,58733
19291,59014,1712.0,1.6,3.0,68244
19292,59044,12206.0,26.6,3.0,68959
19293,59250,188.0,0.1,9.0,60061
19294,59255,3247.0,1.9,9.0,45113
19295,59322,53.0,0.0,9.0,48179
19296,59324,933.0,0.2,9.0,44997
19297,59351,176.0,0.1,9.0,46200
19298,59427,4504.0,1.6,9.0,48573
19299,59735,240.0,0.5,8.0,75313
19300,59820,2017.0,2.0,3.0,48250
19301,59830,165.0,1.9,3.0,48250
19302,59934,476.0,1.0,9.0,47487
19303,60176,11621.0,1693.4,1.0,77937
19304,60302,31620.0,4054.7,1.0,77937
19305,60420,4846.0,18.6,6.0,57597
19306,60429,15108.0,1491.7,1.0,77937
19307,60436,17903.0,458.7,1.0,68225
19308,60471,13917.0,1120.2,1.0,77937
19309,60552,4348.0,61.9,4.0,56311
19310,60604,823.0,3431.7,1.0,77937
19311,60644,46591.0,5134.2,1.0,77937
19312,60645,47270.0,8084.5,1.0,77937
19313,60653,33154.0,5487.8,1.0,77937
19314,60915,10278.0,1251.3,3.0,53698
19315,60932,61.0,31.8,4.0,51471
19316,60949,488.0,7.5,3.0,58838
19317,61012,2496.0,26.6,2.0,57922
19318,61048,3807.0,17.6,4.0,54743
19319,61070,1374.0,15.3,4.0,54743
19320,61088,6216.0,43.6,2.0,53553
19321,61250,2489.0,11.2,4.0,54875
19322,61252,5293.0,34.6,4.0,54875
19323,61264,10485.0,56.4,2.0,52525
19324,61313,203.0,1.9,6.0,57597
19325,61342,8435.0,31.0,4.0,56311
19326,61401,32937.0,111.1,4.0,49682
19327,61411,397.0,4.0,7.0,50246
19328,61478,293.0,3.1,6.0,56656
19329,61525,8912.0,109.8,2.0,62066
19330,61570,1946.0,11.3,2.0,66670
19331,61616,5860.0,902.8,2.0,62066
19332,61704,36612.0,766.2,3.0,61174
19333,61721,574.0,6.2,2.0,60555
19334,61727,9742.0,30.5,6.0,58783
19335,61728,1365.0,8.0,3.0,61174
19336,61745,4658.0,22.9,3.0,61174
19337,61748,2652.0,25.9,3.0,61174
19338,61750,135.0,43.7,6.0,58783
19339,61769,640.0,6.5,6.0,57597
19340,61802,19509.0,90.9,3.0,58838
19341,61850,450.0,5.0,4.0,51471
19342,62025,34960.0,123.8,1.0,60115
19343,62085,162.0,78.7,1.0,54510
19344,62218,1713.0,14.3,1.0,63612
19345,62240,1507.0,35.9,1.0,59412
19346,62257,2416.0,12.7,1.0,59412
19347,62258,9491.0,49.9,1.0,59412
19348,62268,861.0,6.4,8.0,62378
19349,62348,155.0,33.2,5.0,59776
19350,62526,31544.0,197.5,3.0,60030
19351,62615,5519.0,41.9,3.0,60497
19352,62617,659.0,4.4,8.0,57624
19353,62704,40672.0,1301.1,3.0,60497
19354,62712,10395.0,188.5,3.0,60497
19355,62809,150.0,4.9,9.0,50793
19356,62829,21.0,4.7,9.0,55005
19357,62860,561.0,6.5,7.0,48167
19358,62874,426.0,116.0,7.0,48167
19359,62879,78.0,147.1,9.0,52329
19360,62920,3219.0,19.0,6.0,51681
19361,62950,204.0,2.6,5.0,49775
19362,62952,3144.0,12.4,6.0,51681
19363,62974,1653.0,23.9,5.0,55757
19364,63108,20564.0,3544.3,1.0,63316
19365,63114,35005.0,1532.2,1.0,101151
19366,63333,850.0,7.5,8.0,54811
19367,63336,1242.0,6.6,8.0,45058
19368,63347,2508.0,25.7,1.0,53300
19369,63560,185.0,1.7,9.0,50451
19370,63766,1188.0,9.1,3.0,54568
19371,63783,151.0,12.0,6.0,53134
19372,63785,800.0,6.4,3.0,54568
19373,63824,133.0,573.6,4.0,53227
19374,63827,863.0,3.8,7.0,49792
19375,63847,155.0,33.3,7.0,46434
19376,64014,25490.0,816.7,1.0,57518
19377,64018,884.0,14.6,1.0,73531
19378,64106,9798.0,2453.6,1.0,57518
19379,64110,16619.0,2122.5,1.0,57518
19380,64116,15824.0,562.9,1.0,60043
19381,64117,14244.0,913.5,1.0,60043
19382,64134,23219.0,752.5,1.0,57518
19383,64157,20051.0,703.1,1.0,60043
19384,64158,5096.0,649.6,1.0,60043
19385,64647,348.0,2.6,8.0,40834
19386,64672,227.0,1.3,9.0,47948
19387,64755,2623.0,6.7,3.0,47246
19388,64765,28.0,112.2,6.0,47572
19389,64779,2714.0,5.5,1.0,51168
19390,64844,4715.0,27.9,3.0,48357
19391,64866,1040.0,7.1,3.0,48357
19392,65013,2639.0,8.3,8.0,45031
19393,65080,1219.0,11.2,3.0,50652
19394,65256,1712.0,13.2,3.0,60158
19395,65330,452.0,3.8,7.0,51636
19396,65473,16026.0,62.5,5.0,48289
19397,65542,6121.0,10.9,9.0,39031
19398,65588,2607.0,5.0,9.0,43901
19399,65727,177.0,4.9,2.0,46061
19400,65734,3206.0,15.5,6.0,45250
19401,66006,7811.0,28.1,3.0,56846
19402,66052,2382.0,22.1,1.0,53757
19403,66067,15291.0,35.6,6.0,51709
19404,66076,2595.0,10.3,6.0,51709
19405,66105,2510.0,288.9,1.0,41273
19406,66206,10783.0,1054.9,1.0,102693
19407,66411,1426.0,4.8,8.0,50960
19408,66733,2308.0,6.3,7.0,50698
19409,66854,685.0,2.6,4.0,49529
19410,66938,1173.0,4.2,7.0,53067
19411,66958,224.0,1.1,9.0,55727
19412,67039,3247.0,11.9,2.0,57748
19413,67108,1615.0,9.1,2.0,61462
19414,67111,209.0,1.4,8.0,59356
19415,67119,1412.0,6.8,2.0,51274
19416,67335,3578.0,10.7,7.0,46735
19417,67349,893.0,1.5,8.0,47572
19418,67454,649.0,7.0,9.0,52060
19419,67502,23664.0,116.2,4.0,51423
19420,67564,251.0,1.2,7.0,59485
19421,67857,190.0,0.2,9.0,96996
19422,67878,2311.0,1.2,9.0,96996
19423,68016,426.0,212.9,2.0,67310
19424,68055,282.0,2.1,8.0,67487
19425,68062,309.0,2.8,8.0,67487
19426,68110,9902.0,443.7,2.0,81570
19427,68132,14319.0,2101.6,2.0,81570
19428,68134,29660.0,1339.2,2.0,81570
19429,68315,100.0,1.0,9.0,71989
19430,68344,379.0,3.6,6.0,62848
19431,68376,1461.0,3.8,9.0,61331
19432,68433,194.0,1.5,9.0,61331
19433,68442,344.0,3.5,9.0,61331
19434,68507,15302.0,574.2,2.0,66280
19435,68634,531.0,499.0,5.0,62340
19436,68710,768.0,3.5,8.0,62851
19437,68733,1296.0,5.0,8.0,62851
19438,68935,668.0,2.1,9.0,69182
19439,68975,107.0,1.5,9.0,69182
19440,69001,8815.0,7.7,7.0,60705
19441,69027,16.0,0.2,9.0,80528
19442,69029,411.0,0.8,7.0,54945
19443,69211,414.0,0.3,9.0,66828
19444,69339,1473.0,1.5,9.0,50264
19445,69355,176.0,117.8,5.0,57327
19446,69358,1932.0,4.0,5.0,57327
19447,70374,7295.0,57.0,3.0,57643
19448,70390,7728.0,18.5,2.0,63846
19449,70510,25623.0,43.0,2.0,49563
19450,70512,10195.0,41.5,4.0,48881
19451,70531,1507.0,20.9,2.0,48445
19452,70546,17312.0,44.2,2.0,48106
19453,70721,949.0,72.1,2.0,55730
19454,70732,1447.0,13.3,2.0,60708
19455,70776,5865.0,67.9,2.0,55730
19456,70778,3689.0,59.2,2.0,63811
19457,71037,18955.0,66.8,2.0,56326
19458,71048,59.0,1.1,9.0,44286
19459,71237,1747.0,10.4,8.0,44689
19460,71343,6672.0,4.9,9.0,47040
19461,71467,7670.0,16.5,3.0,39914
19462,71631,502.0,1.6,7.0,48387
19463,71652,1018.0,2.3,8.0,50996
19464,71663,586.0,2.9,7.0,46686
19465,71742,5437.0,11.5,8.0,48893
19466,71743,3855.0,7.2,7.0,44397
19467,71762,2305.0,15.6,7.0,56838
19468,71835,1035.0,4.9,9.0,39904
19469,71841,1031.0,5.8,6.0,42946
19470,72034,49891.0,343.0,2.0,51017
19471,72074,151.0,1.7,9.0,57492
19472,72083,161.0,10.9,2.0,51952
19473,72339,148.0,8.0,1.0,47271
19474,72353,105.0,1.2,7.0,46576
19475,72404,27706.0,84.9,3.0,49625
19476,72520,163.0,2.5,9.0,36218
19477,72631,3808.0,30.7,6.0,41516
19478,72675,1534.0,3.4,9.0,35719
19479,72679,7.0,0.4,5.0,43838
19480,72837,7991.0,13.2,5.0,43838
19481,72845,1006.0,33.6,7.0,35549
19482,72860,269.0,2.9,9.0,44170
19483,72948,223.0,1.4,3.0,43595
19484,73003,24279.0,1241.7,1.0,72954
19485,73061,1661.0,5.7,8.0,53893
19486,73080,9523.0,33.9,1.0,58603
19487,73092,973.0,6.7,1.0,50790
19488,73105,5445.0,472.6,1.0,72954
19489,73109,22731.0,1622.1,1.0,72954
19490,73530,537.0,1.6,8.0,41237
19491,73717,7018.0,4.1,7.0,52976
19492,73744,161.0,0.7,8.0,54975
19493,73841,1275.0,13.0,7.0,44533
19494,74032,2308.0,8.6,4.0,47401
19495,74033,12477.0,405.1,1.0,78619
19496,74048,6068.0,11.2,8.0,49125
19497,74062,938.0,11.5,4.0,47401
19498,74116,3863.0,83.1,1.0,78619
19499,74421,4954.0,14.5,1.0,45207
19500,74455,3265.0,11.0,4.0,47792
19501,74525,9515.0,8.8,9.0,37738
19502,74576,91.0,0.7,9.0,37738
19503,74839,870.0,4.4,9.0,46378
19504,74868,13133.0,23.8,7.0,44566
19505,74871,2555.0,5.8,7.0,56112
19506,74881,5135.0,12.8,1.0,46586
19507,75009,14089.0,56.9,1.0,86860
19508,75094,23239.0,1286.1,1.0,86860
19509,75165,45059.0,154.8,1.0,57977
19510,75169,14142.0,25.5,8.0,48399
19511,75205,24877.0,2207.5,1.0,79626
19512,75209,14308.0,1562.8,1.0,79626
19513,75287,55673.0,3839.7,1.0,77733
19514,75601,15719.0,653.2,2.0,59997
19515,75638,5505.0,24.0,8.0,50538
19516,75778,2947.0,20.2,4.0,52297
19517,75784,774.0,7.7,6.0,46221
19518,75853,466.0,2.4,7.0,46478
19519,75960,653.0,5.9,6.0,49945
19520,75975,4031.0,10.8,7.0,64203
19521,76114,26563.0,1123.1,1.0,65765
19522,76205,21326.0,971.9,1.0,77733
19523,76263,46.0,2.1,6.0,62126
19524,76310,19187.0,41.3,3.0,55278
19525,76380,3630.0,1.5,9.0,62964
19526,76389,1257.0,2.4,3.0,67573
19527,76454,1870.0,5.3,8.0,56246
19528,76626,1386.0,13.1,4.0,46891
19529,76631,692.0,6.5,6.0,52054
19530,76820,88.0,0.5,9.0,63450
19531,76887,82.0,0.5,9.0,53630
19532,77023,29138.0,2064.7,1.0,73862
19533,77063,39249.0,3307.6,1.0,73862
19534,77066,35676.0,1599.1,1.0,73862
19535,77088,55734.0,1923.6,1.0,73862
19536,77304,33364.0,339.9,1.0,78644
19537,77327,23274.0,28.3,1.0,44184
19538,77335,2972.0,31.4,6.0,49945
19539,77432,47.0,0.7,4.0,55902
19540,77436,54.0,3.2,4.0,55902
19541,77445,14200.0,31.0,1.0,55463
19542,77449,128294.0,1658.0,1.0,73862
19543,77494,118291.0,1117.8,1.0,73855
19544,77517,5677.0,108.7,1.0,64574
19545,77533,938.0,14.1,1.0,44184
19546,77624,609.0,3.9,8.0,44662
19547,77660,1057.0,7.3,8.0,44662
19548,77713,14238.0,55.2,2.0,50131
19549,77831,3179.0,5.6,6.0,44487
19550,77833,29345.0,36.1,6.0,73880
19551,77880,1438.0,5.8,6.0,73880
19552,78023,31357.0,162.4,1.0,57096
19553,78041,47753.0,1006.4,2.0,42757
19554,78044,519.0,1.0,2.0,42757
19555,78045,66685.0,35.6,2.0,42757
19556,78057,378.0,1.5,6.0,41270
19557,78069,6115.0,72.5,1.0,48387
19558,78228,62359.0,2197.8,1.0,57096
19559,78236,6896.0,281.0,1.0,57096
19560,78259,26338.0,737.3,1.0,57096
19561,78406,2027.0,60.8,2.0,56833
19562,78516,34990.0,355.2,2.0,34373
19563,78559,13255.0,145.1,2.0,38523
19564,78566,17398.0,58.4,2.0,38523
19565,78719,1709.0,35.5,1.0,91887
19566,78732,17780.0,514.8,1.0,91887
19567,78736,10163.0,135.4,1.0,91887
19568,78861,13663.0,11.5,1.0,52854
19569,79041,2754.0,4.0,4.0,45103
19570,79118,23381.0,53.1,2.0,60604
19571,79230,179.0,1.1,9.0,58742
19572,79234,26.0,0.1,8.0,55185
19573,79245,2346.0,3.5,9.0,49814
19574,79247,64.0,3.2,6.0,67115
19575,79248,1621.0,1.0,9.0,106885
19576,79377,269.0,3.9,6.0,54953
19577,79543,1298.0,3.1,8.0,62676
19578,79731,4772.0,5.6,8.0,57616
19579,79922,7932.0,468.4,2.0,46753
19580,80005,28737.0,973.4,1.0,85164
19581,80023,22659.0,497.0,1.0,90712
19582,80127,45304.0,337.2,1.0,85164
19583,80132,21286.0,268.8,2.0,65715
19584,80220,36483.0,2690.0,1.0,116530
19585,80233,49875.0,2116.0,1.0,58851
19586,80454,1361.0,123.1,1.0,85164
19587,80470,3531.0,10.2,1.0,85164
19588,80478,1329.0,12.3,9.0,73848
19589,80497,333.0,9.7,5.0,105034
19590,80515,957.0,6.1,2.0,71359
19591,80516,28254.0,273.1,2.0,62532
19592,80525,56425.0,896.3,2.0,71359
19593,80645,4996.0,14.3,2.0,62532
19594,80654,2668.0,4.5,6.0,53136
19595,80740,103.0,0.2,9.0,49437
19596,80823,198.0,0.2,8.0,41629
19597,80836,1157.0,1.2,9.0,55134
19598,80840,6512.0,87.0,2.0,65715
19599,80938,100.0,11.6,2.0,65715
19600,81001,30169.0,334.3,3.0,48891
19601,81090,928.0,0.6,9.0,60686
19602,81242,465.0,81.2,6.0,66503
19603,81243,74.0,0.1,7.0,70391
19604,81251,173.0,0.8,9.0,53990
19605,81501,24002.0,1162.1,3.0,57653
19606,82051,61.0,0.1,4.0,54052
19607,82710,212.0,0.3,9.0,63785
19608,82718,26691.0,5.5,5.0,62147
19609,83113,2609.0,1.0,9.0,70620
19610,83445,8005.0,16.3,8.0,47011
19611,83803,942.0,5.7,3.0,63893
19612,83804,1867.0,13.8,6.0,55464
19613,83822,1954.0,22.8,6.0,55464
19614,83844,1886.0,20722.8,4.0,54794
19615,83845,1592.0,6.5,9.0,47225
19616,83851,1913.0,6.1,8.0,45633
19617,84035,281.0,0.2,7.0,41619
19618,84071,1486.0,5.4,1.0,50274
19619,84321,46299.0,92.8,3.0,50603
19620,84334,180.0,76.5,4.0,50990
19621,84526,3924.0,4.7,7.0,49335
19622,84539,295.0,2.8,7.0,49335
19623,84635,699.0,7.1,9.0,49823
19624,84640,150.0,1.6,9.0,49823
19625,84733,100.0,0.4,3.0,54405
19626,84784,2910.0,79.5,3.0,54405
19627,85033,64832.0,4106.0,1.0,68111
19628,85054,7785.0,334.0,1.0,68111
19629,85138,38446.0,200.4,1.0,49829
19630,85193,6142.0,9.2,1.0,49829
19631,85321,4009.0,1.0,1.0,58232
19632,85363,6802.0,1652.7,1.0,68111
19633,85377,3333.0,152.0,1.0,68111
19634,85608,4671.0,974.9,3.0,53304
19635,85617,1128.0,2.0,3.0,53304
19636,85621,22074.0,30.2,6.0,49416
19637,85930,1319.0,2.7,4.0,44667
19638,86033,8195.0,2.7,4.0,44667
19639,86301,23087.0,288.1,3.0,55913
19640,86322,12107.0,12.1,3.0,55913
19641,86508,668.0,3.7,8.0,47885
19642,87006,1549.0,10.4,6.0,45149
19643,87018,589.0,1.9,2.0,56559
19644,87121,78276.0,118.0,2.0,58895
19645,87305,3209.0,5.4,5.0,36133
19646,87323,4015.0,5.3,5.0,36133
19647,87328,2372.0,4.9,5.0,36133
19648,87505,30502.0,170.1,3.0,77717
19649,87527,356.0,3.8,6.0,45521
19650,87531,478.0,5.2,6.0,45521
19651,87823,878.0,5.7,6.0,45149
19652,87829,778.0,0.2,9.0,41950
19653,88034,46.0,0.2,7.0,52958
19654,88061,17736.0,4.8,7.0,52958
19655,88113,124.0,0.6,7.0,51180
19656,88401,6611.0,2.4,7.0,47250
19657,89003,820.0,1.0,4.0,44626
19658,89018,4847.0,33.3,1.0,63767
19659,89149,39613.0,1273.3,1.0,63767
19660,89314,313.0,0.7,4.0,44626
19661,89409,109.0,0.1,4.0,44626
19662,89439,1284.0,34.0,2.0,81371
19663,89831,11.0,0.0,5.0,56996
19664,90064,25925.0,2495.5,1.0,78302
19665,90270,27287.0,8350.2,1.0,78302
19666,91105,12617.0,1319.5,1.0,78302
19667,91203,15410.0,7268.9,1.0,78302
19668,91403,25156.0,2675.0,1.0,78302
19669,91502,10708.0,3080.0,1.0,78302
19670,91606,44295.0,5132.0,1.0,78302
19671,91739,39875.0,523.7,1.0,51194
19672,91763,38863.0,2902.7,1.0,51194
19673,91780,35133.0,3545.0,1.0,78302
19674,91911,84026.0,2757.3,1.0,79122
19675,91932,26492.0,3866.6,1.0,79122
19676,92020,59743.0,2069.9,1.0,79122
19677,92027,56788.0,347.6,1.0,79122
19678,92101,41159.0,3368.7,1.0,79122
19679,92257,1281.0,0.7,3.0,47991
19680,92307,39149.0,88.9,1.0,51194
19681,92352,5578.0,223.2,1.0,51194
19682,92389,168.0,0.5,6.0,64246
19683,92506,46241.0,1102.1,1.0,53750
19684,92802,42016.0,3567.2,1.0,88897
19685,93023,19895.0,28.5,2.0,78091
19686,93267,6788.0,34.9,2.0,48253
19687,93433,13535.0,2415.6,2.0,72721
19688,93544,1164.0,4.1,1.0,78302
19689,93549,293.0,0.3,6.0,64246
19690,93726,42824.0,2626.7,1.0,52728
19691,93950,15547.0,2094.3,2.0,68943
19692,94503,20276.0,605.9,3.0,94973
19693,94531,43022.0,1517.6,1.0,103218
19694,94549,29795.0,598.9,1.0,103218
19695,94619,24112.0,596.3,1.0,106657
19696,94709,11951.0,7849.6,1.0,106657
19697,94710,7893.0,1415.7,1.0,106657
19698,94720,2845.0,1766.4,1.0,106657
19699,94933,837.0,295.2,1.0,180575
19700,94951,4574.0,120.5,2.0,83408
19701,95037,51994.0,82.4,1.0,151003
19702,95050,38699.0,2832.8,1.0,151003
19703,95110,19928.0,1647.5,1.0,151003
19704,95121,37531.0,3271.3,1.0,151003
19705,95140,102.0,0.3,1.0,151003
19706,95234,0.0,0.0,2.0,59361
19707,95252,16262.0,51.3,6.0,58425
19708,95310,1874.0,18.3,4.0,56239
19709,95320,12822.0,55.9,2.0,59361
19710,95363,27908.0,91.5,2.0,53058
19711,95470,5561.0,26.0,4.0,59050
19712,95511,262.0,1.7,5.0,57264
19713,95521,21068.0,151.8,5.0,57264
19714,95556,598.0,1.7,5.0,57264
19715,95564,389.0,45.5,5.0,57264
19716,95608,62539.0,1855.9,1.0,65104
19717,95612,1321.0,9.2,1.0,67778
19718,95624,65948.0,578.9,1.0,65104
19719,95632,31911.0,111.1,1.0,65104
19720,95675,566.0,317.0,6.0,50020
19721,95811,6294.0,854.8,1.0,65104
19722,95816,17199.0,3244.3,1.0,65104
19723,95824,30296.0,2880.3,1.0,65104
19724,95959,18343.0,28.6,4.0,75539
19725,96010,122.0,0.1,8.0,38243
19726,96035,3629.0,30.5,4.0,49265
19727,96037,279.0,26.8,7.0,55052
19728,96039,904.0,0.6,7.0,55052
19729,96068,204.0,2.0,7.0,43736
19730,96703,2245.0,46.3,5.0,61257
19731,96774,281.0,2.8,5.0,52866
19732,97138,10693.0,32.4,4.0,60930
19733,97220,29629.0,1592.0,1.0,75772
19734,97325,6997.0,87.0,2.0,58470
19735,97348,1572.0,9.2,3.0,57016
19736,97377,967.0,7.8,3.0,57016
19737,97413,944.0,0.7,2.0,61634
19738,97446,6106.0,19.4,3.0,57016
19739,97476,343.0,2.9,7.0,57405
19740,97489,785.0,19.1,2.0,61634
19741,97523,5485.0,12.5,3.0,55038
19742,97639,659.0,3.1,5.0,51246
19743,97907,501.0,0.6,7.0,52392
19744,97918,4224.0,3.8,6.0,40360
19745,98050,432.0,50.4,1.0,122235
19746,98075,23996.0,977.4,1.0,122235
19747,98092,47824.0,415.2,1.0,122235
19748,98144,32439.0,3685.3,1.0,122235
19749,98270,51293.0,1383.7,1.0,75320
19750,98340,2879.0,127.9,2.0,73841
19751,57457,91.0,0.3,9.0,78240
19752,57703,17069.0,51.3,3.0,73485
19753,57769,4387.0,13.4,3.0,57635
19754,58049,296.0,0.9,6.0,74136
19755,58063,394.0,1.2,6.0,74136
19756,58205,325.0,778.4,3.0,63280
19757,58237,5318.0,8.4,8.0,70222
19758,58351,451.0,1.0,9.0,60006
19759,58460,182.0,0.4,9.0,74321
19760,98383,21941.0,471.4,2.0,73841
19761,98581,525.0,6.9,3.0,57947
19762,98674,12919.0,60.1,3.0,57947
19763,98830,572.0,0.5,3.0,51926
19764,98853,14.0,0.7,5.0,49727
19765,98922,6607.0,5.7,4.0,60053
19766,99009,4091.0,19.7,2.0,58630
19767,99113,739.0,3.0,4.0,48522
19768,99130,928.0,4.6,4.0,48522
19769,99164,0.0,0.0,4.0,48522
19770,99202,20909.0,1314.5,2.0,58630
19771,99204,6542.0,2240.4,2.0,58630
19772,99335,292.0,0.7,2.0,48029
19773,99336,51980.0,1505.3,2.0,56969
19774,99401,642.0,1.1,3.0,57199
19775,99622,399.0,10.0,7.0,48831
19776,99669,17014.0,27.1,7.0,62052
19777,99746,369.0,0.0,8.0,69573
19778,99747,178.0,11.5,9.0,85731
19779,99757,23.0,0.0,8.0,69573
19780,99833,3257.0,0.5,9.0,78454
19781,99919,605.0,4.8,9.0,55055
19782,31081,16.0,0.2,8.0,42058
19783,31084,65.0,94.6,9.0,32581
19784,31092,6843.0,14.1,8.0,43325
19785,31320,7769.0,25.6,3.0,41343
19786,31321,7947.0,22.1,2.0,60655
19787,31329,10499.0,38.3,2.0,50587
19788,31419,58800.0,353.0,2.0,59376
19789,31535,10893.0,41.8,7.0,40334
19790,31562,2478.0,8.9,8.0,32717
19791,31626,3416.0,9.2,4.0,57135
19792,31630,448.0,1.9,8.0,45218
19793,31735,686.0,12.2,6.0,45394
19794,31907,57967.0,972.1,2.0,51442
19795,32086,29580.0,173.6,1.0,89347
19796,32119,22344.0,1097.1,2.0,55824
19797,32216,38231.0,1173.0,1.0,58975
19798,32404,39503.0,118.3,3.0,56070
19799,32433,17877.0,26.6,2.0,89435
19800,32508,5383.0,256.0,2.0,55416
19801,32550,7978.0,458.7,2.0,89435
19802,32622,1032.0,6.5,6.0,43418
19803,32703,53763.0,408.5,1.0,59767
19804,32764,3165.0,13.4,2.0,55824
19805,33065,58171.0,2708.7,1.0,70982
19806,33315,13801.0,1018.1,1.0,70982
19807,33415,51791.0,2708.9,1.0,117322
19808,33761,19794.0,1436.3,1.0,71904
19809,33844,36701.0,141.6,2.0,44430
19810,33848,1022.0,29.9,1.0,47824
19811,33898,16931.0,21.4,2.0,44430
19812,33907,24429.0,1343.1,2.0,65878
19813,33917,30049.0,209.8,2.0,65878
19814,33993,27905.0,176.5,2.0,65878
19815,34135,47356.0,506.6,2.0,65878
19816,34238,20049.0,584.7,2.0,85157
19817,34241,15568.0,87.2,2.0,85157
19818,34289,3481.0,402.1,2.0,85157
19819,34433,6574.0,75.9,3.0,47178
19820,34498,585.0,30.2,2.0,47517
19821,34637,8411.0,231.2,1.0,56734
19822,34947,14155.0,567.7,2.0,54842
19823,34949,7663.0,315.2,2.0,54842
19824,34982,25135.0,577.2,2.0,54842
19825,35022,21587.0,127.2,1.0,71275
