Zip Code,PerCapitaPersonalIncome
8830,75352.0
8904,75352.0
10989,71330.0
12503,74642.0
15019,75091.0
15084,75468.0
15147,75468.0
15208,75468.0
15213,75468.0
15348,75091.0
16022,73039.0
19736,70792.0
19950,68532.0
20634,70353.0
21087,74738.0
21111,74738.0
21117,74738.0
21152,74738.0
21244,74738.0
21286,74738.0
23025,72439.0
23138,72439.0
30067,75176.0
33014,75182.0
33027,70982.0
33126,75182.0
33135,75182.0
33304,70982.0
33330,70982.0
33777,71904.0
33778,71904.0
35023,71275.0
35043,71565.0
35178,71565.0
35209,71275.0
35221,71275.0
37774,70063.0
37846,70063.0
37914,67323.0
37934,67323.0
44040,68360.0
45243,75833.0
46107,70999.0
50071,68410.0
50470,68410.0
51235,68302.0
53184,67665.0
53969,67169.0
56744,72481.0
57219,73994.0
57226,75160.0
57241,69757.0
57441,75470.0
57580,67191.0
58030,70746.0
58052,73185.0
58413,74321.0
95004,68943.0
95945,75539.0
96730,69893.0
97209,75772.0
98201,75320.0
98204,75320.0
98365,68457.0
93422,72721.0
93907,68943.0
98026,75320.0
98110,73841.0
98660,69318.0
98836,68356.0
98847,68356.0
99649,74906.0
1375,67327.0
1378,67327.0
1453,69301.0
1531,69301.0
1545,69301.0
1588,69301.0
2818,72004.0
3045,76187.0
3062,76187.0
3449,76187.0
3752,68216.0
3910,70640.0
4005,70640.0
4086,67538.0
4095,70640.0
4472,68181.0
4530,67538.0
4685,68181.0
5089,72177.0
5452,76222.0
5468,76222.0
5640,73602.0
6062,75433.0
6108,75433.0
6359,69755.0
6405,68387.0
6511,68387.0
6712,68387.0
6716,68387.0
7067,75352.0
8901,75352.0
10970,71330.0
12172,74642.0
15063,75091.0
15071,75468.0
15228,75468.0
15312,75091.0
15358,75091.0
15419,75091.0
15434,75091.0
16045,73039.0
16046,73039.0
18042,68050.0
18083,68050.0
18343,68050.0
19701,70792.0
19805,70792.0
19968,68532.0
19975,68532.0
20653,70353.0
21013,74738.0
28079,72553.0
28327,68180.0
30114,71255.0
30127,75176.0
30307,67811.0
30322,67811.0
58765,68807.0
59008,68244.0
59081,67131.0
59747,75313.0
60936,71035.0
60952,71035.0
62236,74760.0
63385,69693.0
66952,67860.0
66963,68978.0
67664,71198.0
67853,75419.0
68017,71628.0
68048,67310.0
68073,71628.0
68666,76182.0
69043,67709.0
69143,72970.0
70163,67403.0
73145,72954.0
73162,72954.0
73932,69284.0
76537,72828.0
76565,70580.0
76573,72828.0
76574,72828.0
77029,73862.0
77037,73862.0
77075,73862.0
77078,73862.0
77092,73862.0
77503,73862.0
77536,73862.0
79518,71715.0
80468,73848.0
80513,71359.0
80549,71359.0
81224,70391.0
81301,76558.0
83705,72588.0
84065,71787.0
84081,71787.0
84117,71787.0
84119,71787.0
84180,71787.0
85142,68111.0
85205,68111.0
85250,68111.0
85284,68111.0
85286,68111.0
85392,68111.0
85395,68111.0
59920,68725.0
59922,68725.0
60404,68225.0
60491,68225.0
61326,70122.0
61560,70122.0
61830,70047.0
64163,73531.0
67844,75656.0
68037,67310.0
68360,68090.0
68362,71989.0
68364,68090.0
68941,69182.0
70118,67403.0
73034,72954.0
73107,72954.0
73112,72954.0
73121,72954.0
73131,72954.0
73938,69284.0
76088,74009.0
77015,73862.0
77040,73862.0
77089,73862.0
77479,73855.0
80482,73848.0
80545,71359.0
81071,74467.0
81130,76234.0
81235,70643.0
81237,70391.0
84515,77028.0
84540,77028.0
85031,68111.0
85053,68111.0
85224,68111.0
85251,68111.0
93512,70699.0
96819,69893.0
98241,75320.0
21770,76664.0
21872,68163.0
23119,72439.0
23430,69100.0
23460,72091.0
28112,72553.0
30021,67811.0
30068,75176.0
30101,75176.0
98822,68356.0
99579,74906.0
99825,73176.0
1031,69301.0
1259,70945.0
1337,67327.0
1529,69301.0
1532,69301.0
1562,69301.0
1608,69301.0
1611,69301.0
3109,76187.0
4090,70640.0
4642,68181.0
4679,68181.0
4684,68181.0
5055,72177.0
5153,72177.0
5401,76222.0
5648,73602.0
6016,75433.0
6103,75433.0
6357,69755.0
6375,69755.0
6384,69755.0
6514,68387.0
6702,68387.0
10962,71330.0
12029,74642.0
12173,74642.0
12517,74642.0
12521,74642.0
15202,75468.0
16033,73039.0
16061,73039.0
17324,68998.0
17822,70610.0
18072,68050.0
19735,70792.0
19810,70792.0
19960,68532.0
20636,70353.0
21131,74738.0
21161,71196.0
21757,76664.0
33024,70982.0
33139,75182.0
33196,75182.0
33334,70982.0
33776,71904.0
35205,71275.0
35224,71275.0
35254,71275.0
37932,67323.0
44118,68360.0
44125,68360.0
44140,68360.0
44147,68360.0
45226,75833.0
46278,70999.0
49740,75812.0
50029,68446.0
51242,68302.0
52313,70193.0
53928,67169.0
56122,67663.0
56520,74577.0
57052,75370.0
57106,74873.0
57221,69757.0
57446,75470.0
57468,73994.0
57534,67191.0
57632,74502.0
57702,73485.0
57773,68449.0
57780,73485.0
58057,70746.0
58058,70746.0
58059,73185.0
58104,73185.0
58240,72754.0
58461,74136.0
58601,71645.0
1029,70945.0
1201,70945.0
1473,69301.0
1523,69301.0
1527,69301.0
1561,69301.0
3234,73531.0
3743,68216.0
3754,68216.0
4043,70640.0
4063,70640.0
4087,70640.0
4431,68181.0
5486,74532.0
5652,68121.0
6279,67916.0
6460,68387.0
6512,68387.0
7439,75364.0
8010,74684.0
8077,74684.0
8831,75352.0
10976,71330.0
12075,74642.0
12132,74642.0
12524,71391.0
12529,74642.0
15021,75091.0
15144,75468.0
15146,75468.0
15232,75468.0
15350,75091.0
16025,73039.0
16041,73039.0
18091,68050.0
19703,70792.0
19966,68532.0
21132,71196.0
21650,77025.0
21678,77025.0
21842,68163.0
23125,72439.0
23459,72091.0
28589,68500.0
30189,71255.0
58844,68807.0
59019,68586.0
59069,68586.0
59755,75313.0
59912,68725.0
60081,69641.0
60136,67922.0
60448,68225.0
60510,67922.0
60586,68225.0
64092,73531.0
64153,73531.0
67672,70367.0
67841,75419.0
68018,71628.0
68815,75469.0
68869,74630.0
69044,67709.0
69132,72970.0
70112,67403.0
73103,72954.0
73169,72954.0
73931,69284.0
76364,67115.0
77027,73862.0
77050,73862.0
77053,73855.0
77055,73862.0
77079,73862.0
77388,73862.0
78615,72828.0
78641,72828.0
80480,68367.0
80532,71359.0
81623,71629.0
82327,68521.0
83124,73432.0
83452,69601.0
84020,71787.0
85202,68111.0
85215,68111.0
85282,68111.0
85302,68111.0
85304,68111.0
33069,70982.0
33538,71231.0
34698,71904.0
35173,71275.0
35222,71275.0
35226,71275.0
35234,71275.0
37923,67323.0
40041,67663.0
45030,75833.0
45041,75833.0
45111,75833.0
45233,75833.0
45240,75833.0
45310,67802.0
46113,70999.0
46203,70999.0
46259,70999.0
47637,71369.0
48116,73173.0
49302,70662.0
49643,67800.0
50048,68446.0
50525,68410.0
51540,69748.0
52315,70193.0
53128,67665.0
54027,70354.0
55126,69310.0
55130,69310.0
56172,67663.0
56224,76945.0
56594,74577.0
57017,71327.0
57216,74933.0
57252,74933.0
57334,67849.0
57445,75470.0
57759,75362.0
58005,73185.0
58065,74136.0
58078,73185.0
58472,68370.0
58653,72257.0
95646,75395.0
96107,70699.0
96789,69893.0
96822,69893.0
96825,69893.0
97201,75772.0
97215,75772.0
98252,75320.0
98314,73841.0
93453,72721.0
93923,68943.0
98606,69318.0
98682,69318.0
98815,68356.0
99558,69573.0
99724,69573.0
99901,76446.0
1068,69301.0
1224,70945.0
1240,70945.0
1253,70945.0
1254,70945.0
1340,67327.0
1434,69301.0
1436,69301.0
1467,69301.0
1590,69301.0
2816,72004.0
3076,76187.0
3233,73531.0
4061,70640.0
4627,68181.0
4683,68181.0
4853,67794.0
5403,76222.0
5440,74532.0
5494,76222.0
5602,73602.0
5647,73602.0
6355,69755.0
6382,69755.0
6389,69755.0
6471,68387.0
6488,68387.0
6704,68387.0
6710,68387.0
7008,75352.0
7860,75364.0
8041,74684.0
8064,74684.0
22967,67990.0
23066,72439.0
23226,76912.0
26060,67565.0
28350,68180.0
28528,68500.0
28557,68500.0
28584,68500.0
30087,67811.0
58775,72821.0
59061,68586.0
59101,68959.0
59444,71171.0
60021,69641.0
60432,68225.0
60554,67922.0
61818,70047.0
61839,70047.0
61956,71677.0
63386,69693.0
68039,67487.0
68065,71628.0
68335,71989.0
68456,68090.0
68467,68781.0
68635,71971.0
68939,68950.0
70071,70185.0
70117,67403.0
73762,73533.0
76370,67573.0
76436,70580.0
77004,73862.0
77039,73862.0
77373,73862.0
77505,73862.0
77506,73862.0
77562,73862.0
77586,73862.0
78639,72121.0
79070,72100.0
80524,71359.0
82324,68521.0
84047,71787.0
84088,71787.0
85009,68111.0
85309,68111.0
8505,74684.0
10993,71330.0
15033,75091.0
15035,75468.0
15133,75468.0
15140,75468.0
15212,75468.0
15218,75468.0
15220,75468.0
15224,75468.0
15233,75468.0
15243,75468.0
17007,68998.0
17011,68998.0
17065,68998.0
17093,68998.0
19940,68532.0
19947,68532.0
20624,70353.0
20628,70353.0
20629,76018.0
20685,76018.0
21620,77025.0
21705,76664.0
21774,76664.0
21862,68163.0
93424,72721.0
93461,72721.0
95977,75539.0
58105,73185.0
58521,75321.0
58641,71645.0
98376,68457.0
98684,69318.0
98826,68356.0
99722,69573.0
99726,69573.0
99754,69573.0
99790,69573.0
99829,73176.0
33172,75182.0
33186,75182.0
33309,70982.0
33324,70982.0
33712,71904.0
33714,71904.0
35073,71275.0
40203,67663.0
40212,67663.0
40272,67663.0
45232,75833.0
46217,70999.0
47521,68645.0
48855,73173.0
50216,68446.0
50837,69294.0
52209,70193.0
52332,70193.0
53040,73187.0
55904,71904.0
56214,76945.0
56220,71912.0
56226,69348.0
57020,74873.0
57030,74873.0
57536,67656.0
58016,72754.0
58018,70746.0
58048,73185.0
58227,70222.0
58250,70222.0
21780,76664.0
21791,74895.0
21864,68163.0
33019,70982.0
33169,75182.0
33301,70982.0
33311,70982.0
33786,71904.0
35007,71565.0
35127,71275.0
35210,71275.0
37915,67323.0
40242,67663.0
44105,68360.0
44117,68360.0
44131,68360.0
44138,68360.0
46231,70999.0
47542,68645.0
49712,71589.0
50858,69294.0
51450,75597.0
52346,70193.0
54082,70354.0
56131,67663.0
57005,74873.0
57041,74873.0
57330,76934.0
57422,73994.0
57738,68449.0
58219,72754.0
58274,72754.0
58424,68370.0
58656,71645.0
58790,75774.0
59018,67131.0
59067,68586.0
59461,71171.0
59720,75313.0
59745,75313.0
59751,75313.0
60180,69641.0
61884,70047.0
64439,73531.0
66967,67860.0
67547,74594.0
67642,72489.0
67650,72489.0
67744,75897.0
67849,74269.0
68003,71628.0
68036,71971.0
68047,67487.0
68326,71989.0
68726,76372.0
68842,75828.0
68861,74630.0
68940,70667.0
68948,70215.0
68950,68330.0
68954,69182.0
69165,72970.0
69169,72970.0
70113,67403.0
70124,67403.0
73012,72954.0
73135,72954.0
77002,73862.0
77010,73862.0
77061,73862.0
77071,73862.0
77073,73862.0
77338,73862.0
77520,73862.0
78010,69038.0
78626,72828.0
78657,72121.0
78729,72828.0
78940,72230.0
80816,67575.0
81652,71629.0
83119,73432.0
83706,72588.0
84103,71787.0
84111,71787.0
84116,71787.0
85029,68111.0
85260,68111.0
93932,68943.0
96712,69893.0
96744,69893.0
97024,75772.0
97214,75772.0
97239,75772.0
98235,67173.0
98290,75320.0
99591,72234.0
99665,69573.0
99701,69775.0
99745,69573.0
99748,69573.0
1094,69301.0
1238,70945.0
1338,67327.0
1349,67327.0
1351,67327.0
1503,69301.0
1540,69301.0
1581,69301.0
2888,72004.0
3043,76187.0
3048,76187.0
3106,73531.0
3278,73531.0
3781,68216.0
3902,70640.0
4416,68181.0
4673,68181.0
4861,67794.0
5405,76222.0
5657,68121.0
5661,68121.0
6013,75433.0
6085,75433.0
7080,75352.0
8057,74684.0
8640,74684.0
8837,75352.0
10901,71330.0
10964,71330.0
12165,74642.0
15045,75468.0
15076,75468.0
15136,75468.0
15143,75468.0
15203,75468.0
15313,75091.0
16038,73039.0
17015,68998.0
17257,68998.0
19956,68532.0
19973,68532.0
20618,70353.0
21005,71196.0
21034,71196.0
22964,67990.0
23045,72439.0
23451,72091.0
27281,68180.0
28531,68500.0
30035,67811.0
30102,71255.0
30316,67811.0
30319,67811.0
33031,75182.0
33140,75182.0
33187,75182.0
33585,71231.0
33715,71904.0
33759,71904.0
33773,71904.0
33774,71904.0
33785,71904.0
34688,71904.0
35051,71565.0
35060,71275.0
35176,71565.0
37771,70063.0
40211,67663.0
40214,67663.0
40291,67663.0
41014,73345.0
44022,68360.0
44104,68360.0
44212,70562.0
45220,75833.0
46234,70999.0
46268,70999.0
49649,67800.0
49684,67800.0
49764,75812.0
49796,71589.0
50599,68410.0
52318,70193.0
52345,70193.0
53027,73187.0
53923,67169.0
54007,70354.0
57218,75160.0
57261,73994.0
57374,73312.0
57481,75470.0
57732,75362.0
58047,73185.0
1256,70945.0
1266,70945.0
1270,70945.0
1560,69301.0
3071,76187.0
3082,76187.0
3110,76187.0
3235,73531.0
3275,73531.0
3770,68216.0
4073,70640.0
4607,68181.0
4629,68181.0
5032,72177.0
5034,72177.0
5071,72177.0
5142,72177.0
5149,72177.0
5156,72177.0
5680,68121.0
6105,75433.0
6107,75433.0
6268,67916.0
8048,74684.0
8872,75352.0
10986,71330.0
12514,71391.0
12583,71391.0
15082,75468.0
15209,75468.0
15210,75468.0
15234,75468.0
15236,75468.0
15237,75468.0
15347,75091.0
15368,75091.0
16035,73039.0
16037,73039.0
17241,68998.0
17821,70610.0
18055,68050.0
18351,68050.0
19702,70792.0
20684,70353.0
21157,74895.0
21220,74738.0
59927,68725.0
60072,69641.0
60152,69641.0
60403,68225.0
60446,68225.0
60506,67922.0
60946,71035.0
66932,67860.0
68015,71628.0
68040,71628.0
68626,71971.0
68925,68330.0
69151,72970.0
70052,70185.0
70139,67403.0
73008,72954.0
73114,72954.0
76008,74009.0
77020,73862.0
77041,73862.0
77086,73862.0
77090,73862.0
77099,73862.0
77426,73880.0
77964,71664.0
77984,71664.0
78358,68361.0
78717,72828.0
78956,72230.0
79033,72100.0
80451,73848.0
80528,71359.0
81210,70391.0
81650,71629.0
82334,68521.0
83634,72588.0
83713,72588.0
84109,71787.0
85257,68111.0
21667,77025.0
21717,76664.0
23050,72439.0
23109,72439.0
23220,76912.0
23487,69100.0
27325,68180.0
30030,67811.0
30144,75176.0
93925,68943.0
95960,75539.0
96792,69893.0
96797,69893.0
96853,69893.0
97203,75772.0
97208,75772.0
98296,75320.0
98358,68457.0
58061,70746.0
58076,70746.0
58233,70222.0
58270,70222.0
58273,70222.0
58301,67469.0
58483,68370.0
58505,75321.0
58524,69003.0
58560,75321.0
58623,72257.0
98642,69318.0
98683,69318.0
99720,69573.0
99733,69573.0
99741,69573.0
99767,69573.0
7095,75352.0
7843,75364.0
21776,74895.0
22554,68098.0
58759,72821.0
59020,67131.0
59851,68344.0
60042,69641.0
60144,67922.0
60421,68225.0
60542,67922.0
61953,71677.0
67621,71198.0
68008,74042.0
68434,68090.0
68739,71135.0
69360,70339.0
73115,72954.0
77095,73862.0
77379,73862.0
78025,69038.0
78932,72230.0
78954,72230.0
80101,76970.0
80835,76970.0
82329,68521.0
83114,73432.0
83702,72588.0
85003,68111.0
85253,68111.0
85298,68111.0
85322,68111.0
85326,68111.0
1236,70945.0
1247,70945.0
1366,69301.0
1603,69301.0
3307,73531.0
3607,68216.0
4634,68181.0
4847,67794.0
5031,72177.0
5474,74532.0
5660,73602.0
5772,72177.0
6022,75433.0
6043,67916.0
6060,75433.0
6112,75433.0
6371,69755.0
6401,68387.0
6706,68387.0
8840,75352.0
10984,71330.0
10994,71330.0
12538,71391.0
15028,75468.0
15030,75468.0
15055,75091.0
15075,75468.0
15104,75468.0
15131,75468.0
15148,75468.0
15201,75468.0
15223,75468.0
15229,75468.0
15427,75091.0
16059,73039.0
17025,68998.0
19709,70792.0
21030,74738.0
21040,71196.0
21714,76664.0
21841,68163.0
23130,72439.0
30152,75176.0
33020,70982.0
33033,75182.0
33184,75182.0
33313,70982.0
33704,71904.0
33771,71904.0
35071,71275.0
35244,71275.0
40023,67663.0
40216,67663.0
41015,73345.0
44070,68360.0
44254,70562.0
45202,75833.0
45251,75833.0
46201,70999.0
49713,71589.0
49727,71589.0
51022,67668.0
51234,67668.0
51241,68302.0
51431,76071.0
53017,73187.0
53086,73187.0
54013,70354.0
55101,69310.0
55905,71904.0
55920,71904.0
56123,67663.0
57103,74873.0
58051,73185.0
58081,70746.0
58492,74136.0
95607,67778.0
95616,67778.0
95695,67778.0
95946,75539.0
96759,69893.0
96795,69893.0
96814,69893.0
96859,69893.0
98253,70094.0
98310,73841.0
98345,73841.0
93960,68943.0
98685,69318.0
99647,74906.0
99653,74906.0
99685,72234.0
99702,69775.0
33012,75182.0
33013,75182.0
33021,70982.0
33128,75182.0
33143,75182.0
33145,75182.0
33317,70982.0
35186,71565.0
35213,71275.0
35214,71275.0
35215,71275.0
37806,67323.0
37938,67323.0
40222,67663.0
44110,68360.0
45218,75833.0
45238,75833.0
46241,70999.0
47541,68645.0
47580,68645.0
47613,71369.0
49330,70662.0
49343,70662.0
49507,70662.0
49508,70662.0
49716,75812.0
51240,68302.0
51445,76071.0
55044,75019.0
55104,69310.0
56255,76945.0
56750,67464.0
57031,70996.0
57046,70996.0
57104,74873.0
57107,74873.0
57268,75160.0
57479,75470.0
58077,70746.0
58079,73185.0
58327,67469.0
58382,67469.0
58532,75321.0
58576,72821.0
58577,72821.0
58622,71645.0
58630,71645.0
58713,75774.0
1229,70945.0
1245,70945.0
1346,67327.0
1364,67327.0
1430,69301.0
1515,69301.0
1516,69301.0
1569,69301.0
2817,72004.0
2889,72004.0
3242,73531.0
3284,68216.0
3458,76187.0
3605,68216.0
4046,70640.0
4548,67538.0
4609,68181.0
4854,67794.0
4856,67794.0
5053,72177.0
5150,72177.0
5492,68121.0
6001,75433.0
6084,67916.0
6119,75433.0
6333,69755.0
6403,68387.0
7418,75364.0
8075,74684.0
8817,75352.0
8824,75352.0
8884,75352.0
10923,71330.0
12523,74642.0
12533,71391.0
12572,71391.0
12580,71391.0
12592,71391.0
15034,75468.0
15038,75091.0
15057,75091.0
15222,75468.0
15226,75468.0
15290,75468.0
19731,70792.0
21704,76664.0
21754,76664.0
21851,68163.0
58845,75412.0
59749,75313.0
59802,68344.0
59913,68725.0
60120,67922.0
60440,68225.0
60481,68225.0
60490,68225.0
60505,67922.0
60564,68225.0
61336,70122.0
61941,71677.0
64150,73531.0
67739,75897.0
68042,71628.0
68050,71628.0
68316,68781.0
68409,67310.0
68727,71135.0
68866,74630.0
69040,67709.0
69335,70339.0
69365,70339.0
70723,70185.0
73016,73533.0
73110,72954.0
73150,72954.0
77076,73862.0
77093,73862.0
77375,73862.0
77377,73862.0
77987,71664.0
78613,72828.0
82941,70620.0
83616,72588.0
85004,68111.0
85023,68111.0
85305,68111.0
85306,68111.0
85339,68111.0
85342,68111.0
85383,68111.0
93405,72721.0
93426,68943.0
96120,75395.0
96791,69893.0
97206,75772.0
97232,75772.0
98012,75320.0
22976,67990.0
23455,72091.0
23456,72091.0
26059,67565.0
30058,67811.0
30060,75176.0
30082,75176.0
99640,74906.0
99775,69775.0
1225,70945.0
1438,69301.0
2893,72004.0
3086,76187.0
3276,73531.0
3301,73531.0
3603,68216.0
4047,70640.0
4064,70640.0
4093,70640.0
4421,68181.0
4862,67794.0
5464,68121.0
6071,67916.0
8042,74684.0
8828,75352.0
10913,71330.0
10968,71330.0
12507,71391.0
12513,74642.0
12603,71391.0
15047,75468.0
15106,75468.0
15110,75468.0
15483,75091.0
16030,73039.0
17070,68998.0
19717,70792.0
20609,70353.0
21228,74738.0
21635,77025.0
58758,67934.0
59710,75313.0
59846,68344.0
60050,69641.0
61340,70122.0
63367,69693.0
64079,73531.0
67869,75656.0
68023,74042.0
68367,68781.0
68717,71135.0
68870,74630.0
68936,70215.0
68949,70667.0
69340,70339.0
70086,70185.0
73102,72954.0
73130,72954.0
76366,67573.0
76450,69691.0
76490,74009.0
77043,73862.0
77058,73862.0
77521,73862.0
77530,73862.0
78634,72828.0
78643,72121.0
80107,76970.0
80442,73848.0
80446,73848.0
80473,68367.0
80860,67575.0
82832,73622.0
82833,73622.0
82925,70620.0
83123,73432.0
83642,72588.0
85083,68111.0
85331,68111.0
93410,72721.0
93908,68943.0
93940,68943.0
95698,67778.0
96863,69893.0
97030,75772.0
97060,75772.0
98251,75320.0
98260,70094.0
98278,70094.0
33039,75182.0
33064,70982.0
33067,70982.0
33131,75182.0
33177,75182.0
33190,75182.0
33713,71904.0
33760,71904.0
34689,71904.0
35064,71275.0
35068,71275.0
35117,71275.0
37924,67323.0
40219,67663.0
40280,67663.0
43040,73664.0
45207,75833.0
45227,75833.0
45231,75833.0
45241,75833.0
46183,70999.0
47513,68645.0
49331,70662.0
49534,70662.0
49720,71589.0
49770,75812.0
51003,67668.0
51006,76071.0
51053,75597.0
51246,68302.0
52257,70193.0
53191,67665.0
53195,67665.0
56140,69853.0
56166,76945.0
56215,69348.0
56292,76945.0
56553,74577.0
56754,68190.0
56760,72481.0
57065,71327.0
57067,70996.0
57213,75160.0
57245,67768.0
57426,75470.0
57474,75470.0
57531,68393.0
57562,68393.0
58064,73185.0
58345,67469.0
58429,74136.0
22922,67990.0
23128,72439.0
27242,68180.0
28104,72553.0
28110,72553.0
30317,67811.0
30341,67811.0
58736,75774.0
33076,70982.0
33129,75182.0
33156,75182.0
33716,71904.0
34684,71904.0
34695,71904.0
35078,71565.0
